YEAR,BY GAME NO,BY ROUND NO,TEAM NO,TEAM,SEED,ROUND,CURRENT ROUND,SCORE
2025,1,2166,1141,Auburn,1,1,64,
2025,1,2165,1145,Alabama St.,16,64,64,
2025,2,2162,1119,Louisville,8,1,64,
2025,2,2161,1134,Creighton,9,64,64,
2025,3,2160,1114,Michigan,5,1,64,
2025,3,2159,1089,UC San Diego,12,64,64,
2025,4,2158,1092,Texas A&M,4,1,64,
2025,4,2157,1080,Yale,13,64,64,
2025,5,2154,1112,Mississippi,6,1,64,
2025,5,2153,1104,North Carolina,11,64,64,
2025,6,2152,1124,Iowa St.,3,1,64,
2025,6,2151,1120,Lipscomb,14,64,64,
2025,7,2150,1118,Marquette,7,1,64,
2025,7,2149,1106,New Mexico,10,64,64,
2025,8,2148,1113,Michigan St.,2,1,64,
2025,8,2147,1139,Bryant,15,64,64,
2025,9,2146,1131,Florida,1,1,64,
2025,9,2145,1105,Norfolk St.,16,64,64,
2025,10,2144,1135,Connecticut,8,1,64,
2025,10,2143,1103,Oklahoma,9,64,64,
2025,11,2142,1115,Memphis,5,1,64,
2025,11,2141,1136,Colorado St.,12,64,64,
2025,12,2140,1117,Maryland,4,1,64,
2025,12,2139,1128,Grand Canyon,13,64,64,
2025,13,2138,1110,Missouri,6,1,64,
2025,13,2137,1133,Drake,11,64,64,
2025,14,2136,1091,Texas Tech,3,1,64,
2025,14,2135,1087,UNC Wilmington,14,64,64,
2025,15,2134,1123,Kansas,7,1,64,
2025,15,2133,1142,Arkansas,10,64,64,
2025,16,2132,1095,St. John's,2,1,64,
2025,16,2131,1107,Nebraska Omaha,15,64,64,
2025,17,2130,1132,Duke,1,1,64,
2025,17,2129,1144,American,16,64,64,
2025,18,2126,1111,Mississippi St.,8,1,64,
2025,18,2125,1140,Baylor,9,64,64,
2025,19,2124,1102,Oregon,5,1,64,
2025,19,2123,1121,Liberty,12,64,64,
2025,20,2122,1143,Arizona,4,1,64,
2025,20,2121,1147,Akron,13,64,64,
2025,21,2120,1138,BYU,6,1,64,
2025,21,2119,1084,VCU,11,64,64,
2025,22,2118,1083,Wisconsin,3,1,64,
2025,22,2117,1109,Montana,14,64,64,
2025,23,2116,1098,Saint Mary's,7,1,64,
2025,23,2115,1085,Vanderbilt,10,64,64,
2025,24,2114,1146,Alabama,2,1,64,
2025,24,2113,1100,Robert Morris,15,64,64,
2025,25,2112,1126,Houston,1,1,64,
2025,25,2111,1096,SIU Edwardsville,16,64,64,
2025,26,2110,1129,Gonzaga,8,1,64,
2025,26,2109,1130,Georgia,9,64,64,
2025,27,2108,1137,Clemson,5,1,64,
2025,27,2107,1116,McNeese St.,12,64,64,
2025,28,2106,1101,Purdue,4,1,64,
2025,28,2105,1127,High Point,13,64,64,
2025,29,2104,1125,Illinois,6,1,64,
2025,29,2103,1093,Texas,11,64,64,
2025,30,2100,1122,Kentucky,3,1,64,
2025,30,2099,1090,Troy,14,64,64,
2025,31,2098,1088,UCLA,7,1,64,
2025,31,2097,1086,Utah St.,10,64,64,
2025,32,2096,1094,Tennessee,2,1,64,
2025,32,2095,1082,Wofford,15,64,64,
2024,33,2094,1067,Connecticut,1,1,64,91
2024,33,2093,1026,Stetson,16,64,64,52
2024,34,2092,1060,Florida Atlantic,8,64,64,65
2024,34,2091,1036,Northwestern,9,32,64,77
2024,35,2090,1029,San Diego St.,5,16,64,69
2024,35,2089,1020,UAB,12,64,64,65
2024,36,2088,1076,Auburn,4,64,64,76
2024,36,2087,1012,Yale,13,32,64,78
2024,37,2086,1073,BYU,6,64,64,67
2024,37,2085,1062,Duquesne,11,32,64,71
2024,38,2084,1054,Illinois,3,8,64,85
2024,38,2083,1042,Morehead St.,14,64,64,69
2024,39,2082,1015,Washington St.,7,32,64,66
2024,39,2081,1064,Drake,10,64,64,61
2024,40,2080,1053,Iowa St.,2,16,64,82
2024,40,2079,1027,South Dakota St.,15,64,64,65
2024,41,2078,1038,North Carolina,1,16,64,90
2024,41,2077,1016,Wagner,16,64,64,62
2024,42,2076,1044,Mississippi St.,8,64,64,51
2024,42,2075,1045,Michigan St.,9,32,64,69
2024,43,2074,1032,Saint Mary's,5,64,64,66
2024,43,2073,1057,Grand Canyon,12,32,64,75
2024,44,2072,1078,Alabama,4,4,64,109
2024,44,2071,1070,College of Charleston,13,64,64,96
2024,45,2070,1072,Clemson,6,8,64,77
2024,45,2069,1039,New Mexico,11,64,64,56
2024,46,2068,1075,Baylor,3,32,64,92
2024,46,2067,1071,Colgate,14,64,64,67
2024,47,2066,1065,Dayton,7,32,64,63
2024,47,2065,1040,Nevada,10,64,64,60
2024,48,2064,1077,Arizona,2,16,64,85
2024,48,2063,1049,Long Beach St.,15,64,64,65
2024,49,2062,1056,Houston,1,16,64,86
2024,49,2061,1048,Longwood,16,64,64,46
2024,50,2060,1041,Nebraska,8,64,64,83
2024,50,2059,1022,Texas A&M,9,32,64,98
2024,51,2058,1013,Wisconsin,5,64,64,61
2024,51,2057,1052,James Madison,12,32,64,72
2024,52,2056,1063,Duke,4,8,64,64
2024,52,2055,1018,Vermont,13,64,64,47
2024,53,2054,1021,Texas Tech,6,64,64,67
2024,53,2053,1037,North Carolina St.,11,4,64,80
2024,54,2052,1050,Kentucky,3,64,64,76
2024,54,2051,1035,Oakland,14,32,64,80
2024,55,2050,1061,Florida,7,64,64,100
2024,55,2049,1069,Colorado,10,32,64,102
2024,56,2048,1047,Marquette,2,16,64,87
2024,56,2047,1014,Western Kentucky,15,64,64,69
2024,57,2046,1033,Purdue,1,2,64,78
2024,57,2045,1058,Grambling St.,16,64,64,50
2024,58,2044,1019,Utah St.,8,32,64,88
2024,58,2043,1025,TCU,9,64,64,72
2024,59,2042,1059,Gonzaga,5,16,64,86
2024,59,2041,1046,McNeese St.,12,64,64,65
2024,60,2040,1051,Kansas,4,32,64,93
2024,60,2039,1030,Samford,13,64,64,89
2024,61,2038,1028,South Carolina,6,64,64,73
2024,61,2037,1034,Oregon,11,32,64,87
2024,62,2036,1066,Creighton,3,16,64,77
2024,62,2035,1079,Akron,14,64,64,60
2024,63,2034,1023,Texas,7,32,64,56
2024,63,2033,1068,Colorado St.,10,64,64,44
2024,64,2032,1024,Tennessee,2,8,64,83
2024,64,2031,1031,Saint Peter's,15,64,64,49
2024,65,1008,1067,Connecticut,1,1,32,75
2024,65,1007,1036,Northwestern,9,32,32,58
2024,66,1006,1029,San Diego St.,5,16,32,85
2024,66,1005,1012,Yale,13,32,32,57
2024,67,1004,1062,Duquesne,11,32,32,63
2024,67,1003,1054,Illinois,3,8,32,89
2024,68,1002,1015,Washington St.,7,32,32,56
2024,68,1001,1053,Iowa St.,2,16,32,67
2024,69,1000,1038,North Carolina,1,16,32,85
2024,69,999,1045,Michigan St.,9,32,32,69
2024,70,998,1057,Grand Canyon,12,32,32,61
2024,70,997,1078,Alabama,4,4,32,72
2024,71,996,1072,Clemson,6,8,32,72
2024,71,995,1075,Baylor,3,32,32,64
2024,72,994,1065,Dayton,7,32,32,68
2024,72,993,1077,Arizona,2,16,32,78
2024,73,992,1056,Houston,1,16,32,100
2024,73,991,1022,Texas A&M,9,32,32,95
2024,74,990,1052,James Madison,12,32,32,55
2024,74,989,1063,Duke,4,8,32,93
2024,75,988,1037,North Carolina St.,11,4,32,79
2024,75,987,1035,Oakland,14,32,32,73
2024,76,986,1069,Colorado,10,32,32,77
2024,76,985,1047,Marquette,2,16,32,81
2024,77,984,1033,Purdue,1,2,32,106
2024,77,983,1019,Utah St.,8,32,32,67
2024,78,982,1059,Gonzaga,5,16,32,89
2024,78,981,1051,Kansas,4,32,32,68
2024,79,980,1034,Oregon,11,32,32,73
2024,79,979,1066,Creighton,3,16,32,86
2024,80,978,1023,Texas,7,32,32,58
2024,80,977,1024,Tennessee,2,8,32,62
2024,81,480,1067,Connecticut,1,1,16,82
2024,81,479,1029,San Diego St.,5,16,16,52
2024,82,478,1054,Illinois,3,8,16,72
2024,82,477,1053,Iowa St.,2,16,16,69
2024,83,476,1038,North Carolina,1,16,16,87
2024,83,475,1078,Alabama,4,4,16,89
2024,84,474,1072,Clemson,6,8,16,77
2024,84,473,1077,Arizona,2,16,16,72
2024,85,472,1056,Houston,1,16,16,51
2024,85,471,1063,Duke,4,8,16,54
2024,86,470,1037,North Carolina St.,11,4,16,67
2024,86,469,1047,Marquette,2,16,16,58
2024,87,468,1033,Purdue,1,2,16,80
2024,87,467,1059,Gonzaga,5,16,16,68
2024,88,466,1066,Creighton,3,16,16,75
2024,88,465,1024,Tennessee,2,8,16,82
2024,89,224,1067,Connecticut,1,1,8,77
2024,89,223,1054,Illinois,3,8,8,52
2024,90,222,1078,Alabama,4,4,8,89
2024,90,221,1072,Clemson,6,8,8,82
2024,91,220,1063,Duke,4,8,8,64
2024,91,219,1037,North Carolina St.,11,4,8,76
2024,92,218,1033,Purdue,1,2,8,72
2024,92,217,1024,Tennessee,2,8,8,66
2024,93,96,1067,Connecticut,1,1,4,86
2024,93,95,1078,Alabama,4,4,4,72
2024,94,94,1037,North Carolina St.,11,4,4,50
2024,94,93,1033,Purdue,1,2,4,63
2024,95,32,1067,Connecticut,1,1,2,75
2024,95,31,1033,Purdue,1,2,2,60
2023,96,2030,1011,Alabama,1,16,64,96
2023,96,2029,955,Texas A&M Corpus Chris,16,64,64,75
2023,97,2028,979,Maryland,8,32,64,67
2023,97,2027,945,West Virginia,9,64,64,65
2023,98,2026,961,San Diego St.,5,2,64,63
2023,98,2025,1003,College of Charleston,12,64,64,57
2023,99,2024,946,Virginia,4,64,64,67
2023,99,2023,996,Furman,13,32,64,68
2023,100,2022,1001,Creighton,6,8,64,72
2023,100,2021,971,North Carolina St.,11,64,64,63
2023,101,2020,1006,Baylor,3,32,64,74
2023,101,2019,953,UC Santa Barbara,14,64,64,56
2023,102,2018,974,Missouri,7,32,64,76
2023,102,2017,949,Utah St.,10,64,64,65
2023,103,2016,1010,Arizona,2,64,64,55
2023,103,2015,965,Princeton,15,16,64,59
2023,104,2014,963,Purdue,1,64,64,58
2023,104,2013,998,Fairleigh Dickinson,16,32,64,63
2023,105,2012,978,Memphis,8,64,64,65
2023,105,2011,997,Florida Atlantic,9,4,64,66
2023,106,2010,999,Duke,5,32,64,74
2023,106,2009,968,Oral Roberts,12,64,64,51
2023,107,2008,958,Tennessee,4,16,64,58
2023,107,2007,981,Louisiana Lafayette,13,64,64,55
2023,108,2006,982,Kentucky,6,32,64,61
2023,108,2005,964,Providence,11,64,64,53
2023,109,2004,985,Kansas St.,3,8,64,77
2023,109,2003,973,Montana St.,14,64,64,65
2023,110,2002,976,Michigan St.,7,16,64,72
2023,110,2001,950,USC,10,64,64,62
2023,111,2000,980,Marquette,2,32,64,78
2023,111,1999,947,Vermont,15,64,64,61
2023,112,1998,993,Houston,1,16,64,63
2023,112,1997,970,Northern Kentucky,16,64,64,52
2023,113,1996,988,Iowa,8,64,64,75
2023,113,1995,1007,Auburn,9,32,64,83
2023,114,1994,977,Miami FL,5,4,64,63
2023,114,1993,1000,Drake,12,64,64,56
2023,115,1992,990,Indiana,4,32,64,71
2023,115,1991,983,Kent St.,13,64,64,60
2023,116,1990,987,Iowa St.,6,64,64,41
2023,116,1989,966,Pittsburgh,11,32,64,59
2023,117,1988,944,Xavier,3,16,64,72
2023,117,1987,984,Kennesaw St.,14,64,64,67
2023,118,1986,956,Texas A&M,7,64,64,59
2023,118,1985,967,Penn St.,10,32,64,76
2023,119,1984,957,Texas ,2,8,64,81
2023,119,1983,1004,Colgate,15,64,64,61
2023,120,1982,986,Kansas,1,32,64,96
2023,120,1981,992,Howard,16,64,64,68
2023,121,1980,1008,Arkansas,8,16,64,73
2023,121,1979,991,Illinois,9,64,64,63
2023,122,1978,962,Saint Mary's,5,32,64,63
2023,122,1977,948,VCU,12,64,64,51
2023,123,1976,1002,Connecticut,4,1,64,87
2023,123,1975,989,Iona,13,64,64,63
2023,124,1974,959,TCU,6,32,64,72
2023,124,1973,1009,Arizona St.,11,64,64,70
2023,125,1972,995,Gonzaga,3,8,64,82
2023,125,1971,994,Grand Canyon,14,64,64,70
2023,126,1970,969,Northwestern,7,32,64,75
2023,126,1969,1005,Boise St.,10,64,64,67
2023,127,1968,952,UCLA,2,16,64,86
2023,127,1967,951,UNC Asheville,15,64,64,53
2023,128,976,1011,Alabama,1,16,32,73
2023,128,975,979,Maryland,8,32,32,51
2023,129,974,961,San Diego St.,5,2,32,75
2023,129,973,996,Furman,13,32,32,52
2023,130,972,1001,Creighton,6,8,32,85
2023,130,971,1006,Baylor,3,32,32,76
2023,131,970,974,Missouri,7,32,32,63
2023,131,969,965,Princeton,15,16,32,78
2023,132,968,998,Fairleigh Dickinson,16,32,32,70
2023,132,967,997,Florida Atlantic,9,4,32,78
2023,133,966,999,Duke,5,32,32,52
2023,133,965,958,Tennessee,4,16,32,65
2023,134,964,982,Kentucky,6,32,32,69
2023,134,963,985,Kansas St.,3,8,32,75
2023,135,962,976,Michigan St.,7,16,32,69
2023,135,961,980,Marquette,2,32,32,60
2023,136,960,993,Houston,1,16,32,81
2023,136,959,1007,Auburn,9,32,32,64
2023,137,958,977,Miami FL,5,4,32,85
2023,137,957,990,Indiana,4,32,32,69
2023,138,956,966,Pittsburgh,11,32,32,73
2023,138,955,944,Xavier,3,16,32,84
2023,139,954,967,Penn St.,10,32,32,66
2023,139,953,957,Texas ,2,8,32,71
2023,140,952,986,Kansas,1,32,32,71
2023,140,951,1008,Arkansas,8,16,32,72
2023,141,950,962,Saint Mary's,5,32,32,55
2023,141,949,1002,Connecticut,4,1,32,70
2023,142,948,959,TCU,6,32,32,81
2023,142,947,995,Gonzaga,3,8,32,84
2023,143,946,969,Northwestern,7,32,32,63
2023,143,945,952,UCLA,2,16,32,68
2023,144,464,1011,Alabama,1,16,16,64
2023,144,463,961,San Diego St.,5,2,16,71
2023,145,462,1001,Creighton,6,8,16,86
2023,145,461,965,Princeton,15,16,16,75
2023,146,460,997,Florida Atlantic,9,4,16,62
2023,146,459,958,Tennessee,4,16,16,55
2023,147,458,985,Kansas St.,3,8,16,98
2023,147,457,976,Michigan St.,7,16,16,93
2023,148,456,993,Houston,1,16,16,75
2023,148,455,977,Miami FL,5,4,16,89
2023,149,454,944,Xavier,3,16,16,71
2023,149,453,957,Texas ,2,8,16,83
2023,150,452,1008,Arkansas,8,16,16,65
2023,150,451,1002,Connecticut,4,1,16,88
2023,151,450,995,Gonzaga,3,8,16,79
2023,151,449,952,UCLA,2,16,16,76
2023,152,216,961,San Diego St.,5,2,8,57
2023,152,215,1001,Creighton,6,8,8,56
2023,153,214,997,Florida Atlantic,9,4,8,79
2023,153,213,985,Kansas St.,3,8,8,76
2023,154,212,977,Miami FL,5,4,8,88
2023,154,211,957,Texas ,2,8,8,81
2023,155,210,1002,Connecticut,4,1,8,82
2023,155,209,995,Gonzaga,3,8,8,54
2023,156,92,961,San Diego St.,5,2,4,72
2023,156,91,997,Florida Atlantic,9,4,4,71
2023,157,90,977,Miami FL,5,4,4,59
2023,157,89,1002,Connecticut,4,1,4,72
2023,158,30,961,San Diego St.,5,2,2,59
2023,158,29,1002,Connecticut,4,1,2,76
2022,159,1966,925,Gonzaga,1,16,64,93
2022,159,1965,926,Georgia St.,16,64,64,72
2022,160,1964,937,Boise St.,8,64,64,53
2022,160,1963,912,Memphis,9,32,64,64
2022,161,1962,931,Connecticut,5,64,64,63
2022,161,1961,906,New Mexico St.,12,32,64,70
2022,162,1960,940,Arkansas,4,8,64,75
2022,162,1959,882,Vermont,13,64,64,71
2022,163,1958,942,Alabama,6,64,64,64
2022,163,1957,903,Notre Dame,11,32,64,78
2022,164,1956,886,Texas Tech,3,16,64,97
2022,164,1955,908,Montana St.,14,64,64,62
2022,165,1954,909,Michigan St.,7,32,64,74
2022,165,1953,929,Davidson,10,64,64,73
2022,166,1952,927,Duke,2,4,64,78
2022,166,1951,935,Cal St. Fullerton,15,64,64,61
2022,167,1950,938,Baylor,1,32,64,85
2022,167,1949,905,Norfolk St.,16,64,64,49
2022,168,1948,904,North Carolina,8,2,64,95
2022,168,1947,913,Marquette,9,64,64,63
2022,169,1946,897,Saint Mary's,5,32,64,82
2022,169,1945,922,Indiana,12,64,64,53
2022,170,1944,884,UCLA,4,16,64,57
2022,170,1943,943,Akron,13,64,64,53
2022,171,1942,889,Texas,6,32,64,81
2022,171,1941,880,Virginia Tech,11,64,64,73
2022,172,1940,900,Purdue,3,16,64,78
2022,172,1939,876,Yale,14,64,64,56
2022,173,1938,907,Murray St.,7,32,64,92
2022,173,1937,894,San Francisco,10,64,64,87
2022,174,1936,917,Kentucky,2,64,64,79
2022,174,1935,896,Saint Peter's,15,8,64,85
2022,175,1934,941,Arizona,1,16,64,87
2022,175,1933,878,Wright St.,16,64,64,70
2022,176,1932,893,Seton Hall,8,64,64,42
2022,176,1931,891,TCU,9,32,64,69
2022,177,1930,924,Houston,5,8,64,82
2022,177,1929,885,UAB,12,64,64,68
2022,178,1928,923,Illinois,4,32,64,54
2022,178,1927,934,Chattanooga,13,64,64,53
2022,179,1926,932,Colorado St.,6,64,64,63
2022,179,1925,910,Michigan,11,16,64,75
2022,180,1924,890,Tennessee,3,32,64,88
2022,180,1923,916,Longwood,14,64,64,56
2022,181,1922,902,Ohio St.,7,32,64,54
2022,181,1921,915,Loyola Chicago,10,64,64,41
2022,182,1920,881,Villanova,2,4,64,80
2022,182,1919,928,Delaware,15,64,64,60
2022,183,1918,918,Kansas,1,1,64,83
2022,183,1917,887,Texas Southern,16,64,64,56
2022,184,1916,895,San Diego St.,8,64,64,69
2022,184,1915,930,Creighton,9,32,64,72
2022,185,1914,921,Iowa,5,64,64,63
2022,185,1913,899,Richmond,12,32,64,67
2022,186,1912,901,Providence,4,16,64,66
2022,186,1911,892,South Dakota St.,13,64,64,57
2022,187,1910,914,LSU,6,64,64,54
2022,187,1909,920,Iowa St.,11,16,64,59
2022,188,1908,879,Wisconsin,3,32,64,67
2022,188,1907,933,Colgate,14,64,64,60
2022,189,1906,883,USC,7,64,64,66
2022,189,1905,911,Miami FL,10,8,64,68
2022,190,1904,939,Auburn,2,32,64,80
2022,190,1903,919,Jacksonville St.,15,64,64,61
2022,191,944,925,Gonzaga,1,16,32,82
2022,191,943,912,Memphis,9,32,32,78
2022,192,942,906,New Mexico St.,12,32,32,48
2022,192,941,940,Arkansas,4,8,32,53
2022,193,940,903,Notre Dame,11,32,32,53
2022,193,939,886,Texas Tech,3,16,32,59
2022,194,938,909,Michigan St.,7,32,32,76
2022,194,937,927,Duke,2,4,32,85
2022,195,936,938,Baylor,1,32,32,86
2022,195,935,904,North Carolina,8,2,32,93
2022,196,934,897,Saint Mary's,5,32,32,56
2022,196,933,884,UCLA,4,16,32,72
2022,197,932,889,Texas,6,32,32,71
2022,197,931,900,Purdue,3,16,32,81
2022,198,930,907,Murray St.,7,32,32,60
2022,198,929,896,Saint Peter's,15,8,32,70
2022,199,928,941,Arizona,1,16,32,85
2022,199,927,891,TCU,9,32,32,80
2022,200,926,924,Houston,5,8,32,68
2022,200,925,923,Illinois,4,32,32,53
2022,201,924,910,Michigan,11,16,32,76
2022,201,923,890,Tennessee,3,32,32,68
2022,202,922,902,Ohio St.,7,32,32,61
2022,202,921,881,Villanova,2,4,32,71
2022,203,920,918,Kansas,1,1,32,79
2022,203,919,930,Creighton,9,32,32,72
2022,204,918,899,Richmond,12,32,32,51
2022,204,917,901,Providence,4,16,32,79
2022,205,916,920,Iowa St.,11,16,32,54
2022,205,915,879,Wisconsin,3,32,32,49
2022,206,914,911,Miami FL,10,8,32,79
2022,206,913,939,Auburn,2,32,32,61
2022,207,448,925,Gonzaga,1,16,16,68
2022,207,447,940,Arkansas,4,8,16,74
2022,208,446,886,Texas Tech,3,16,16,73
2022,208,445,927,Duke,2,4,16,78
2022,209,444,904,North Carolina,8,2,16,73
2022,209,443,884,UCLA,4,16,16,66
2022,210,442,900,Purdue,3,16,16,64
2022,210,441,896,Saint Peter's,15,8,16,67
2022,211,440,941,Arizona,1,16,16,60
2022,211,439,924,Houston,5,8,16,72
2022,212,438,910,Michigan,11,16,16,55
2022,212,437,881,Villanova,2,4,16,63
2022,213,436,918,Kansas,1,1,16,66
2022,213,435,901,Providence,4,16,16,61
2022,214,434,920,Iowa St.,11,16,16,56
2022,214,433,911,Miami FL,10,8,16,70
2022,215,208,940,Arkansas,4,8,8,69
2022,215,207,927,Duke,2,4,8,78
2022,216,206,904,North Carolina,8,2,8,69
2022,216,205,896,Saint Peter's,15,8,8,49
2022,217,204,924,Houston,5,8,8,44
2022,217,203,881,Villanova,2,4,8,50
2022,218,202,918,Kansas,1,1,8,76
2022,218,201,911,Miami FL,10,8,8,50
2022,219,88,927,Duke,2,4,4,77
2022,219,87,904,North Carolina,8,2,4,81
2022,220,86,881,Villanova,2,4,4,65
2022,220,85,918,Kansas,1,1,4,81
2022,221,28,904,North Carolina,8,2,2,69
2022,221,27,918,Kansas,1,1,2,72
2021,222,1902,856,Gonzaga,1,2,64,98
2021,222,1901,839,Norfolk St.,16,64,64,55
2021,223,1900,834,Oklahoma,8,32,64,72
2021,223,1899,842,Missouri,9,64,64,68
2021,224,1898,864,Creighton,5,16,64,63
2021,224,1897,820,UC Santa Barbara,12,64,64,62
2021,225,1896,813,Virginia,4,64,64,58
2021,225,1895,836,Ohio,13,32,64,62
2021,226,1894,817,USC,6,8,64,72
2021,226,1893,863,Drake,11,64,64,56
2021,227,1892,849,Kansas,3,32,64,93
2021,227,1891,861,Eastern Washington,14,64,64,84
2021,228,1890,850,Iowa,2,32,64,86
2021,228,1889,855,Grand Canyon,15,64,64,74
2021,229,1888,844,Michigan,1,8,64,82
2021,229,1887,822,Texas Southern,16,64,64,66
2021,230,1886,846,LSU,8,32,64,76
2021,230,1885,826,St. Bonaventure,9,64,64,61
2021,231,1884,866,Colorado,5,32,64,96
2021,231,1883,858,Georgetown,12,64,64,73
2021,232,1882,859,Florida St.,4,16,64,64
2021,232,1881,818,UNC Greensboro,13,64,64,54
2021,233,1880,870,BYU,6,64,64,62
2021,233,1879,819,UCLA,11,4,64,73
2021,234,1878,823,Texas,3,64,64,52
2021,234,1877,875,Abilene Christian,14,32,64,53
2021,235,1876,865,Connecticut,7,64,64,54
2021,235,1875,845,Maryland,10,32,64,63
2021,236,1874,874,Alabama,2,16,64,68
2021,236,1873,851,Iona,15,64,64,55
2021,237,1872,871,Baylor,1,1,64,79
2021,237,1871,854,Hartford,16,64,64,55
2021,238,1870,838,North Carolina,8,64,64,62
2021,238,1869,808,Wisconsin,9,32,64,85
2021,239,1868,814,Villanova,5,16,64,73
2021,239,1867,809,Winthrop,12,64,64,63
2021,240,1866,829,Purdue,4,64,64,69
2021,240,1865,837,North Texas,13,32,64,78
2021,241,1864,821,Texas Tech,6,32,64,65
2021,241,1863,816,Utah St.,11,64,64,53
2021,242,1862,872,Arkansas,3,8,64,85
2021,242,1861,867,Colgate,14,64,64,68
2021,243,1860,860,Florida,7,32,64,75
2021,243,1859,812,Virginia Tech,10,64,64,70
2021,244,1858,835,Ohio St.,2,64,64,72
2021,244,1857,832,Oral Roberts,15,16,64,75
2021,245,1856,852,Illinois,1,32,64,78
2021,245,1855,862,Drexel,16,64,64,49
2021,246,1854,847,Loyola Chicago,8,16,64,71
2021,246,1853,857,Georgia Tech,9,64,64,60
2021,247,1852,824,Tennessee,5,64,64,56
2021,247,1851,830,Oregon St.,12,8,64,70
2021,248,1850,833,Oklahoma St.,4,32,64,69
2021,248,1849,848,Liberty,13,64,64,60
2021,249,1848,827,San Diego St.,6,64,64,62
2021,249,1847,825,Syracuse,11,16,64,78
2021,250,1846,811,West Virginia,3,32,64,84
2021,250,1845,841,Morehead St.,14,64,64,67
2021,251,1844,869,Clemson,7,64,64,56
2021,251,1843,828,Rutgers,10,32,64,60
2021,252,1842,853,Houston,2,4,64,87
2021,252,1841,868,Cleveland St.,15,64,64,56
2021,253,912,856,Gonzaga,1,2,32,87
2021,253,911,834,Oklahoma,8,32,32,71
2021,254,910,864,Creighton,5,16,32,72
2021,254,909,836,Ohio,13,32,32,58
2021,255,908,817,USC,6,8,32,85
2021,255,907,849,Kansas,3,32,32,51
2021,256,906,831,Oregon,7,16,32,95
2021,256,905,850,Iowa,2,32,32,80
2021,257,904,844,Michigan,1,8,32,86
2021,257,903,846,LSU,8,32,32,78
2021,258,902,866,Colorado,5,32,32,53
2021,258,901,859,Florida St.,4,16,32,71
2021,259,900,819,UCLA,11,4,32,67
