YEAR,BY GAME NO,BY ROUND NO,TEAM NO,TEAM,SEED,ROUND,CURRENT ROUND,SCORE
2016,519,756,587,Gonzaga,11,16,32,82
2016,519,755,546,Utah,3,32,32,59
2016,520,754,555,Syracuse,10,4,32,75
2016,520,753,571,Middle Tennessee,15,32,32,50
2016,521,368,578,Kansas,1,8,16,79
2016,521,367,575,Maryland,5,16,16,63
2016,522,366,574,Miami FL,3,16,16,69
2016,522,365,543,Villanova,2,1,16,92
2016,523,364,566,Oregon,1,8,16,82
2016,523,363,591,Duke,4,16,16,68
2016,524,362,552,Texas A&M,3,16,16,63
2016,524,361,567,Oklahoma,2,4,16,77
2016,525,360,570,North Carolina,1,2,16,101
2016,525,359,582,Indiana,5,16,16,86
2016,526,358,568,Notre Dame,6,8,16,61
2016,526,357,538,Wisconsin,7,16,16,56
2016,527,356,542,Virginia,1,8,16,84
2016,527,355,579,Iowa St.,4,16,16,71
2016,528,354,587,Gonzaga,11,16,16,60
2016,528,353,555,Syracuse,10,4,16,63
2016,529,168,578,Kansas,1,8,8,59
2016,529,167,543,Villanova,2,1,8,64
2016,530,166,566,Oregon,1,8,8,68
2016,530,165,567,Oklahoma,2,4,8,80
2016,531,164,570,North Carolina,1,2,8,88
2016,531,163,568,Notre Dame,6,8,8,74
2016,532,162,542,Virginia,1,8,8,62
2016,532,161,555,Syracuse,10,4,8,68
2016,533,68,543,Villanova,2,1,4,95
2016,533,67,567,Oklahoma,2,4,4,51
2016,534,66,570,North Carolina,1,2,4,83
2016,534,65,555,Syracuse,10,4,4,66
2016,535,18,543,Villanova,2,1,2,77
2016,535,17,570,North Carolina,1,2,2,74
2015,536,1584,510,Kentucky,1,4,64,79
2015,536,1583,516,Hampton,16,64,64,56
2015,537,1582,526,Cincinnati,8,32,64,66
2015,537,1581,489,Purdue,9,64,64,65
2015,538,1580,473,West Virginia,5,16,64,68
2015,538,1579,529,Buffalo,12,64,64,62
2015,539,1578,505,Maryland,4,32,64,65
2015,539,1577,477,Valparaiso,13,64,64,62
2015,540,1576,528,Butler,6,32,64,56
2015,540,1575,483,Texas,11,64,64,48
2015,541,1574,495,Notre Dame,3,8,64,69
2015,541,1573,497,Northeastern,14,64,64,65
2015,542,1572,472,Wichita St.,7,16,64,81
2015,542,1571,514,Indiana,10,64,64,76
2015,543,1570,511,Kansas,2,32,64,75
2015,543,1569,502,New Mexico St.,15,64,64,56
2015,544,1568,471,Wisconsin,1,2,64,86
2015,544,1567,525,Coastal Carolina,16,64,64,72
2015,545,1566,491,Oregon,8,32,64,79
2015,545,1565,492,Oklahoma St.,9,64,64,73
2015,546,1564,533,Arkansas,5,32,64,56
2015,546,1563,470,Wofford,12,64,64,53
2015,547,1562,501,North Carolina,4,16,64,67
2015,547,1561,515,Harvard,13,64,64,65
2015,548,1560,468,Xavier,6,16,64,76
2015,548,1559,503,Mississippi,11,64,64,57
2015,549,1558,532,Baylor,3,64,64,56
2015,549,1557,518,Georgia St.,14,32,64,57
2015,550,1556,476,VCU,7,64,64,72
2015,550,1555,494,Ohio St.,10,32,64,75
2015,551,1554,534,Arizona,2,8,64,93
2015,551,1553,482,Texas Southern,15,64,64,72
2015,552,1552,475,Villanova,1,32,64,93
2015,552,1551,509,Lafayette,16,64,64,52
2015,553,1550,500,North Carolina St.,8,16,64,66
2015,553,1549,507,LSU,9,64,64,65
2015,554,1548,496,Northern Iowa,5,32,64,71
2015,554,1547,469,Wyoming,12,64,64,54
2015,555,1546,508,Louisville,4,8,64,57
2015,555,1545,480,UC Irvine,13,64,64,55
2015,556,1544,490,Providence,6,64,64,53
2015,556,1543,523,Dayton,11,32,64,66
2015,557,1542,493,Oklahoma,3,16,64,69
2015,557,1541,535,Albany,14,64,64,60
2015,558,1540,504,Michigan St.,7,4,64,70
2015,558,1539,519,Georgia,10,64,64,63
2015,559,1538,474,Virginia,2,32,64,79
2015,559,1537,531,Belmont,15,64,64,67
2015,560,1536,522,Duke,1,1,64,85
2015,560,1535,488,Robert Morris,16,64,64,56
2015,561,1534,487,San Diego St.,8,32,64,76
2015,561,1533,485,St. John's,9,64,64,64
2015,562,1532,478,Utah,5,16,64,57
2015,562,1531,484,Stephen F. Austin,12,64,64,50
2015,563,1530,520,Georgetown,4,32,64,84
2015,563,1529,521,Eastern Washington,13,64,64,74
2015,564,1528,486,SMU,6,64,64,59
2015,564,1527,479,UCLA,11,16,64,60
2015,565,1526,512,Iowa St.,3,64,64,59
2015,565,1525,481,UAB,14,32,64,60
2015,566,1524,513,Iowa,7,32,64,83
2015,566,1523,524,Davidson,10,64,64,52
2015,567,1522,517,Gonzaga,2,8,64,86
2015,567,1521,499,North Dakota St.,15,64,64,76
2015,568,752,510,Kentucky,1,4,32,64
2015,568,751,526,Cincinnati,8,32,32,51
2015,569,750,473,West Virginia,5,16,32,69
2015,569,749,505,Maryland,4,32,32,59
2015,570,748,528,Butler,6,32,32,64
2015,570,747,495,Notre Dame,3,8,32,67
2015,571,746,472,Wichita St.,7,16,32,78
2015,571,745,511,Kansas,2,32,32,65
2015,572,744,471,Wisconsin,1,2,32,72
2015,572,743,491,Oregon,8,32,32,65
2015,573,742,533,Arkansas,5,32,32,78
2015,573,741,501,North Carolina,4,16,32,87
2015,574,740,468,Xavier,6,16,32,75
2015,574,739,518,Georgia St.,14,32,32,67
2015,575,738,494,Ohio St.,10,32,32,58
2015,575,737,534,Arizona,2,8,32,73
2015,576,736,475,Villanova,1,32,32,68
2015,576,735,500,North Carolina St.,8,16,32,71
2015,577,734,496,Northern Iowa,5,32,32,53
2015,577,733,508,Louisville,4,8,32,66
2015,578,732,523,Dayton,11,32,32,66
2015,578,731,493,Oklahoma,3,16,32,72
2015,579,730,504,Michigan St.,7,4,32,60
2015,579,729,474,Virginia,2,32,32,54
2015,580,728,522,Duke,1,1,32,68
2015,580,727,487,San Diego St.,8,32,32,49
2015,581,726,478,Utah,5,16,32,75
2015,581,725,520,Georgetown,4,32,32,64
2015,582,724,479,UCLA,11,16,32,92
2015,582,723,481,UAB,14,32,32,75
2015,583,722,513,Iowa,7,32,32,68
2015,583,721,517,Gonzaga,2,8,32,87
2015,584,352,510,Kentucky,1,4,16,78
2015,584,351,473,West Virginia,5,16,16,39
2015,585,350,495,Notre Dame,3,8,16,81
2015,585,349,472,Wichita St.,7,16,16,70
2015,586,348,471,Wisconsin,1,2,16,79
2015,586,347,501,North Carolina,4,16,16,72
2015,587,346,468,Xavier,6,16,16,60
2015,587,345,534,Arizona,2,8,16,68
2015,588,344,500,North Carolina St.,8,16,16,65
2015,588,343,508,Louisville,4,8,16,75
2015,589,342,493,Oklahoma,3,16,16,58
2015,589,341,504,Michigan St.,7,4,16,62
2015,590,340,522,Duke,1,1,16,63
2015,590,339,478,Utah,5,16,16,57
2015,591,338,479,UCLA,11,16,16,62
2015,591,337,517,Gonzaga,2,8,16,74
2015,592,160,510,Kentucky,1,4,8,68
2015,592,159,495,Notre Dame,3,8,8,66
2015,593,158,471,Wisconsin,1,2,8,85
2015,593,157,534,Arizona,2,8,8,78
2015,594,156,508,Louisville,4,8,8,70
2015,594,155,504,Michigan St.,7,4,8,76
2015,595,154,522,Duke,1,1,8,66
2015,595,153,517,Gonzaga,2,8,8,52
2015,596,64,510,Kentucky,1,4,4,64
2015,596,63,471,Wisconsin,1,2,4,71
2015,597,62,504,Michigan St.,7,4,4,61
2015,597,61,522,Duke,1,1,4,81
2015,598,16,471,Wisconsin,1,2,2,63
2015,598,15,522,Duke,1,1,2,68
2014,599,1520,451,Florida,1,4,64,67
2014,599,1519,467,Albany,16,64,64,55
2014,600,1518,458,Colorado,8,64,64,48
2014,600,1517,421,Pittsburgh,9,32,64,77
2014,601,1516,408,VCU,5,64,64,75
2014,601,1515,415,Stephen F. Austin,12,32,64,77
2014,602,1514,409,UCLA,4,16,64,76
2014,602,1513,410,Tulsa,13,64,64,59
2014,603,1512,425,Ohio St.,6,64,64,59
2014,603,1511,455,Dayton,11,8,64,60
2014,604,1510,414,Syracuse,3,32,64,77
2014,604,1509,404,Western Michigan,14,64,64,53
2014,605,1508,431,New Mexico,7,64,64,53
2014,605,1507,416,Stanford,10,16,64,58
2014,606,1506,445,Kansas,2,32,64,80
2014,606,1505,452,Eastern Kentucky,15,64,64,69
2014,607,1504,406,Virginia,1,16,64,70
2014,607,1503,459,Coastal Carolina,16,64,64,59
2014,608,1502,438,Memphis,8,32,64,71
2014,608,1501,450,George Washington,9,64,64,66
2014,609,1500,460,Cincinnati,5,64,64,57
2014,609,1499,448,Harvard,12,32,64,61
2014,610,1498,435,Michigan St.,4,8,64,93
2014,610,1497,454,Delaware,13,64,64,78
2014,611,1496,429,North Carolina,6,32,64,79
2014,611,1495,420,Providence,11,64,64,77
2014,612,1494,446,Iowa St.,3,16,64,93
2014,612,1493,428,North Carolina Central,14,64,64,75
2014,613,1492,457,Connecticut,7,1,64,89
2014,613,1491,419,Saint Joseph's,10,64,64,81
2014,614,1490,407,Villanova,2,32,64,73
2014,614,1489,434,Milwaukee,15,64,64,53
2014,615,1488,465,Arizona,1,8,64,68
2014,615,1487,405,Weber St.,16,64,64,59
2014,616,1486,449,Gonzaga,8,32,64,85
2014,616,1485,423,Oklahoma St.,9,64,64,77
2014,617,1484,424,Oklahoma,5,64,64,75
2014,617,1483,426,North Dakota St.,12,32,64,80
2014,618,1482,417,San Diego St.,4,16,64,73
2014,618,1481,430,New Mexico St.,13,64,64,69
2014,619,1480,463,Baylor,6,16,64,74
2014,619,1479,432,Nebraska,11,64,64,60
2014,620,1478,456,Creighton,3,32,64,76
2014,620,1477,442,Louisiana Lafayette,14,64,64,66
2014,621,1476,422,Oregon,7,32,64,87
2014,621,1475,462,BYU,10,64,64,68
2014,622,1474,402,Wisconsin,2,4,64,75
2014,622,1473,466,American,15,64,64,35
2014,623,1472,403,Wichita St.,1,32,64,64
2014,623,1471,461,Cal Poly,16,64,64,37
2014,624,1470,443,Kentucky,8,2,64,56
2014,624,1469,444,Kansas St.,9,64,64,49
2014,625,1468,418,Saint Louis,5,32,64,83
2014,625,1467,427,North Carolina St.,12,64,64,80
2014,626,1466,441,Louisville,4,16,64,71
2014,626,1465,440,Manhattan,13,64,64,64
2014,627,1464,439,Massachusetts,6,64,64,67
2014,627,1463,413,Tennessee,11,16,64,86
2014,628,1462,453,Duke,3,64,64,71
2014,628,1461,437,Mercer,14,32,64,78
2014,629,1460,412,Texas,7,32,64,87
2014,629,1459,464,Arizona St.,10,64,64,85
2014,630,1458,436,Michigan,2,8,64,57
2014,630,1457,401,Wofford,15,64,64,40
2014,631,720,451,Florida,1,4,32,61
2014,631,719,421,Pittsburgh,9,32,32,45
2014,632,718,415,Stephen F. Austin,12,32,32,60
2014,632,717,409,UCLA,4,16,32,77
2014,633,716,455,Dayton,11,8,32,55
2014,633,715,414,Syracuse,3,32,32,53
2014,634,714,416,Stanford,10,16,32,60
2014,634,713,445,Kansas,2,32,32,57
2014,635,712,406,Virginia,1,16,32,78
2014,635,711,438,Memphis,8,32,32,60
2014,636,710,448,Harvard,12,32,32,73
2014,636,709,435,Michigan St.,4,8,32,80
2014,637,708,429,North Carolina,6,32,32,83
2014,637,707,446,Iowa St.,3,16,32,85
2014,638,706,457,Connecticut,7,1,32,77
2014,638,705,407,Villanova,2,32,32,65
2014,639,704,465,Arizona,1,8,32,84
2014,639,703,449,Gonzaga,8,32,32,61
2014,640,702,426,North Dakota St.,12,32,32,44
2014,640,701,417,San Diego St.,4,16,32,63
2014,641,700,463,Baylor,6,16,32,85
2014,641,699,456,Creighton,3,32,32,55
2014,642,698,422,Oregon,7,32,32,77
2014,642,697,402,Wisconsin,2,4,32,85
2014,643,696,403,Wichita St.,1,32,32,76
2014,643,695,443,Kentucky,8,2,32,78
2014,644,694,418,Saint Louis,5,32,32,51
2014,644,693,441,Louisville,4,16,32,66
2014,645,692,413,Tennessee,11,16,32,83
2014,645,691,437,Mercer,14,32,32,63
2014,646,690,412,Texas,7,32,32,65
2014,646,689,436,Michigan,2,8,32,79
2014,647,336,451,Florida,1,4,16,79
2014,647,335,409,UCLA,4,16,16,68
2014,648,334,455,Dayton,11,8,16,82
2014,648,333,416,Stanford,10,16,16,72
2014,649,332,406,Virginia,1,16,16,59
2014,649,331,435,Michigan St.,4,8,16,61
2014,650,330,446,Iowa St.,3,16,16,76
2014,650,329,457,Connecticut,7,1,16,81
2014,651,328,465,Arizona,1,8,16,70
2014,651,327,417,San Diego St.,4,16,16,64
2014,652,326,463,Baylor,6,16,16,52
2014,652,325,402,Wisconsin,2,4,16,69
2014,653,324,443,Kentucky,8,2,16,74
2014,653,323,441,Louisville,4,16,16,69
2014,654,322,413,Tennessee,11,16,16,71
2014,654,321,436,Michigan,2,8,16,73
2014,655,152,451,Florida,1,4,8,62
2014,655,151,455,Dayton,11,8,8,52
2014,656,150,435,Michigan St.,4,8,8,54
2014,656,149,457,Connecticut,7,1,8,60
2014,657,148,465,Arizona,1,8,8,63
2014,657,147,402,Wisconsin,2,4,8,64
2014,658,146,443,Kentucky,8,2,8,75
2014,658,145,436,Michigan,2,8,8,72
2014,659,60,451,Florida,1,4,4,53
2014,659,59,457,Connecticut,7,1,4,63
2014,660,58,402,Wisconsin,2,4,4,73
2014,660,57,443,Kentucky,8,2,4,74
2014,661,14,457,Connecticut,7,1,2,60
2014,661,13,443,Kentucky,8,2,2,54
2013,662,1456,370,Louisville,1,1,64,79
2013,662,1455,356,North Carolina A&T,16,64,64,48
2013,663,1454,389,Colorado St.,8,32,64,84
2013,663,1453,361,Missouri,9,64,64,72
2013,664,1452,350,Oklahoma St.,5,64,64,55
2013,664,1451,349,Oregon,12,16,64,68
2013,665,1450,346,Saint Louis,4,32,64,64
2013,665,1449,358,New Mexico St.,13,64,64,44
2013,666,1448,368,Memphis,6,32,64,54
2013,666,1447,345,Saint Mary's,11,64,64,52
2013,667,1446,365,Michigan St.,3,16,64,65
2013,667,1445,337,Valparaiso,14,64,64,54
2013,668,1444,388,Creighton,7,32,64,67
2013,668,1443,391,Cincinnati,10,64,64,63
2013,669,1442,386,Duke,2,8,64,73
2013,669,1441,398,Albany,15,64,64,61
2013,670,1440,382,Gonzaga,1,32,64,64
2013,670,1439,342,Southern,16,64,64,58
2013,671,1438,347,Pittsburgh,8,64,64,55
2013,671,1437,333,Wichita St.,9,4,64,73
2013,672,1436,332,Wisconsin,5,64,64,46
2013,672,1435,362,Mississippi,12,32,64,57
2013,673,1434,374,Kansas St.,4,64,64,61
2013,673,1433,373,La Salle,13,16,64,63
2013,674,1432,397,Arizona,6,16,64,81
2013,674,1431,396,Belmont,11,64,64,64
2013,675,1430,359,New Mexico,3,64,64,62
2013,675,1429,381,Harvard,14,32,64,68
2013,676,1428,353,Notre Dame,7,64,64,58
2013,676,1427,377,Iowa St.,10,32,64,76
2013,677,1426,352,Ohio St.,2,8,64,95
2013,677,1425,378,Iona,15,64,64,70
2013,678,1424,375,Kansas,1,16,64,64
2013,678,1423,334,Western Kentucky,16,64,64,57
2013,679,1422,357,North Carolina,8,32,64,78
2013,679,1421,335,Villanova,9,64,64,71
2013,680,1420,336,VCU,5,32,64,88
2013,680,1419,399,Akron,12,64,64,42
2013,681,1418,366,Michigan,4,2,64,71
2013,681,1417,343,South Dakota St.,13,64,64,56
2013,682,1416,339,UCLA,6,64,64,63
2013,682,1415,363,Minnesota,11,32,64,83
2013,683,1414,385,Florida,3,8,64,79
2013,683,1413,354,Northwestern St.,14,64,64,47
2013,684,1412,344,San Diego St.,7,32,64,70
2013,684,1411,351,Oklahoma,10,64,64,55
2013,685,1410,383,Georgetown,2,64,64,68
2013,685,1409,384,Florida Gulf Coast,15,16,64,78
2013,686,1408,379,Indiana,1,16,64,83
2013,686,1407,376,James Madison,16,64,64,62
2013,687,1406,355,North Carolina St.,8,64,64,72
2013,687,1405,340,Temple,9,32,64,76
2013,688,1404,338,UNLV,5,64,64,61
2013,688,1403,392,California,12,32,64,64
2013,689,1402,341,Syracuse,4,4,64,81
2013,689,1401,360,Montana,13,64,64,34
2013,690,1400,393,Butler,6,32,64,68
2013,690,1399,394,Bucknell,11,64,64,56
2013,691,1398,369,Marquette,3,8,64,59
2013,691,1397,387,Davidson,14,64,64,58
2013,692,1396,380,Illinois,7,32,64,57
2013,692,1395,390,Colorado,10,64,64,49
2013,693,1394,367,Miami FL,2,16,64,78
2013,693,1393,348,Pacific,15,64,64,49
2013,694,688,370,Louisville,1,1,32,82
2013,694,687,389,Colorado St.,8,32,32,56
2013,695,686,349,Oregon,12,16,32,74
2013,695,685,346,Saint Louis,4,32,32,57
2013,696,684,368,Memphis,6,32,32,48
2013,696,683,365,Michigan St.,3,16,32,70
2013,697,682,388,Creighton,7,32,32,50
2013,697,681,386,Duke,2,8,32,66
2013,698,680,382,Gonzaga,1,32,32,70
2013,698,679,333,Wichita St.,9,4,32,76
2013,699,678,362,Mississippi,12,32,32,74
2013,699,677,373,La Salle,13,16,32,76
2013,700,676,397,Arizona,6,16,32,74
2013,700,675,381,Harvard,14,32,32,51
2013,701,674,377,Iowa St.,10,32,32,75
2013,701,673,352,Ohio St.,2,8,32,78
2013,702,672,375,Kansas,1,16,32,70
2013,702,671,357,North Carolina,8,32,32,58
2013,703,670,336,VCU,5,32,32,53
2013,703,669,366,Michigan,4,2,32,78
2013,704,668,363,Minnesota,11,32,32,64
2013,704,667,385,Florida,3,8,32,78
2013,705,666,344,San Diego St.,7,32,32,71
2013,705,665,384,Florida Gulf Coast,15,16,32,81
2013,706,664,379,Indiana,1,16,32,58
2013,706,663,340,Temple,9,32,32,52
2013,707,662,392,California,12,32,32,60
2013,707,661,341,Syracuse,4,4,32,66
2013,708,660,393,Butler,6,32,32,72
2013,708,659,369,Marquette,3,8,32,74
2013,709,658,380,Illinois,7,32,32,59
2013,709,657,367,Miami FL,2,16,32,63
2013,710,320,370,Louisville,1,1,16,77
2013,710,319,349,Oregon,12,16,16,69
2013,711,318,365,Michigan St.,3,16,16,61
2013,711,317,386,Duke,2,8,16,71
2013,712,316,333,Wichita St.,9,4,16,72
2013,712,315,373,La Salle,13,16,16,58
2013,713,314,397,Arizona,6,16,16,70
2013,713,313,352,Ohio St.,2,8,16,73
2013,714,312,375,Kansas,1,16,16,85
2013,714,311,366,Michigan,4,2,16,87
2013,715,310,385,Florida,3,8,16,62
2013,715,309,384,Florida Gulf Coast,15,16,16,50
2013,716,308,379,Indiana,1,16,16,50
2013,716,307,341,Syracuse,4,4,16,61
2013,717,306,369,Marquette,3,8,16,71
2013,717,305,367,Miami FL,2,16,16,61
2013,718,144,370,Louisville,1,1,8,85
2013,718,143,386,Duke,2,8,8,63
2013,719,142,333,Wichita St.,9,4,8,70
2013,719,141,352,Ohio St.,2,8,8,66
2013,720,140,366,Michigan,4,2,8,79
2013,720,139,385,Florida,3,8,8,59
2013,721,138,341,Syracuse,4,4,8,55
2013,721,137,369,Marquette,3,8,8,39
2013,722,56,370,Louisville,1,1,4,72
2013,722,55,333,Wichita St.,9,4,4,68
2013,723,54,366,Michigan,4,2,4,61
2013,723,53,341,Syracuse,4,4,4,56
2013,724,12,370,Louisville,1,1,2,82
2013,724,11,366,Michigan,4,2,2,76
2012,725,1392,308,Kentucky,1,1,64,81
2012,725,1391,267,Western Kentucky,16,64,64,66
2012,726,1390,311,Iowa St.,8,32,64,77
2012,726,1389,323,Connecticut,9,64,64,64
2012,727,1388,266,Wichita St.,5,64,64,59
2012,727,1387,271,VCU,12,32,64,62
2012,728,1386,313,Indiana,4,16,64,79
2012,728,1385,292,New Mexico St.,13,64,64,66
2012,729,1384,273,UNLV,6,64,64,64
2012,729,1383,325,Colorado,11,32,64,68
2012,730,1382,330,Baylor,3,8,64,68
2012,730,1381,281,South Dakota St.,14,64,64,60
2012,731,1380,288,Notre Dame,7,64,64,63
2012,731,1379,264,Xavier,10,16,64,67
2012,732,1378,319,Duke,2,64,64,70
2012,732,1377,306,Lehigh,15,32,64,75
2012,733,1376,298,Michigan St.,1,16,64,89
2012,733,1375,305,LIU Brooklyn,16,64,64,67
2012,734,1374,300,Memphis,8,64,64,54
2012,734,1373,284,Saint Louis,9,32,64,61
2012,735,1372,293,New Mexico,5,32,64,75
2012,735,1371,304,Long Beach St.,12,64,64,68
2012,736,1370,303,Louisville,4,4,64,69
2012,736,1369,321,Davidson,13,64,64,62
2012,737,1368,294,Murray St.,6,32,64,58
2012,737,1367,324,Colorado St.,11,64,64,41
2012,738,1366,301,Marquette,3,16,64,88
2012,738,1365,328,BYU,14,64,64,68
2012,739,1364,318,Florida,7,8,64,71
2012,739,1363,269,Virginia,10,64,64,45
2012,740,1362,296,Missouri,2,64,64,84
2012,740,1361,291,Norfolk St.,15,32,64,86
2012,741,1360,277,Syracuse,1,8,64,72
2012,741,1359,274,UNC Asheville,16,64,64,65
2012,742,1358,309,Kansas St.,8,32,64,70
2012,742,1357,279,Southern Miss,9,64,64,64
2012,743,1356,272,Vanderbilt,5,32,64,79
2012,743,1355,314,Harvard,12,64,64,70
2012,744,1354,265,Wisconsin,4,16,64,73
2012,744,1353,295,Montana,13,64,64,49
2012,745,1352,326,Cincinnati,6,16,64,65
2012,745,1351,275,Texas,11,64,64,59
2012,746,1350,317,Florida St.,3,32,64,66
2012,746,1349,278,St. Bonaventure,14,64,64,63
2012,747,1348,315,Gonzaga,7,32,64,77
2012,747,1347,268,West Virginia,10,64,64,54
2012,748,1346,286,Ohio St.,2,4,64,78
2012,748,1345,302,Loyola MD,15,64,64,59
2012,749,1344,290,North Carolina,1,8,64,77
2012,749,1343,270,Vermont,16,64,64,58
2012,750,1342,322,Creighton,8,32,64,58
2012,750,1341,331,Alabama,9,64,64,57
2012,751,1340,276,Temple,5,64,64,44
2012,751,1339,280,South Florida,12,32,64,58
2012,752,1338,299,Michigan,4,64,64,60
2012,752,1337,287,Ohio,13,16,64,65
2012,753,1336,282,San Diego St.,6,64,64,65
2012,753,1335,289,North Carolina St.,11,16,64,79
2012,754,1334,316,Georgetown,3,32,64,74
2012,754,1333,329,Belmont,14,64,64,59
2012,755,1332,283,Saint Mary's,7,64,64,69
2012,755,1331,285,Purdue,10,32,64,72
2012,756,1330,310,Kansas,2,2,64,65
2012,756,1329,320,Detroit,15,64,64,50
2012,757,656,308,Kentucky,1,1,32,87
2012,757,655,311,Iowa St.,8,32,32,71
2012,758,654,271,VCU,12,32,32,61
2012,758,653,313,Indiana,4,16,32,63
2012,759,652,325,Colorado,11,32,32,63
2012,759,651,330,Baylor,3,8,32,80
2012,760,650,264,Xavier,10,16,32,70
2012,760,649,306,Lehigh,15,32,32,58
2012,761,648,298,Michigan St.,1,16,32,65
2012,761,647,284,Saint Louis,9,32,32,61
2012,762,646,293,New Mexico,5,32,32,56
2012,762,645,303,Louisville,4,4,32,59
2012,763,644,294,Murray St.,6,32,32,53
2012,763,643,301,Marquette,3,16,32,62
2012,764,642,318,Florida,7,8,32,84
2012,764,641,291,Norfolk St.,15,32,32,50
2012,765,640,277,Syracuse,1,8,32,75
2012,765,639,309,Kansas St.,8,32,32,59
2012,766,638,272,Vanderbilt,5,32,32,57
2012,766,637,265,Wisconsin,4,16,32,60
2012,767,636,326,Cincinnati,6,16,32,62
2012,767,635,317,Florida St.,3,32,32,56
2012,768,634,315,Gonzaga,7,32,32,66
2012,768,633,286,Ohio St.,2,4,32,73
2012,769,632,290,North Carolina,1,8,32,87
2012,769,631,322,Creighton,8,32,32,73
2012,770,630,280,South Florida,12,32,32,56
2012,770,629,287,Ohio,13,16,32,62
2012,771,628,289,North Carolina St.,11,16,32,66
2012,771,627,316,Georgetown,3,32,32,63
2012,772,626,285,Purdue,10,32,32,60
2012,772,625,310,Kansas,2,2,32,63
2012,773,304,308,Kentucky,1,1,16,102
2012,773,303,313,Indiana,4,16,16,90
2012,774,302,330,Baylor,3,8,16,75
2012,774,301,264,Xavier,10,16,16,70
2012,775,300,298,Michigan St.,1,16,16,44
2012,775,299,303,Louisville,4,4,16,57
2012,776,298,301,Marquette,3,16,16,58
2012,776,297,318,Florida,7,8,16,68
2012,777,296,277,Syracuse,1,8,16,64
