Year,Round,GameID,WinningTeam,WinningSeed,WinningScore,LosingTeam,LosingSeed,LosingScore,ScoreDiff
2013,Round32,680,VCU,5,88.0,Akron,12,42.0,46.0
2013,R32,681,Michigan,4,71.0,South Dakota St.,13,56.0,15.0
2013,Round32,682,Minnesota,11,83.0,UCLA,6,63.0,20.0
2013,Round8,683,Florida,3,79.0,Northwestern St.,14,47.0,32.0
2013,Round32,684,San Diego St.,7,70.0,Oklahoma,10,55.0,15.0
2013,Round16,685,Florida Gulf Coast,15,78.0,Georgetown,2,68.0,10.0
2013,Round16,686,Indiana,1,83.0,James Madison,16,62.0,21.0
2013,Round32,687,Temple,9,76.0,North Carolina St.,8,72.0,4.0
2013,Round32,688,California,12,64.0,UNLV,5,61.0,3.0
2013,E8,689,Syracuse,4,81.0,Montana,13,34.0,47.0
2013,Round32,690,Butler,6,68.0,Bucknell,11,56.0,12.0
2013,Round8,691,Marquette,3,59.0,Davidson,14,58.0,1.0
2013,Round32,692,Illinois,7,57.0,Colorado,10,49.0,8.0
2013,Round16,693,Miami FL,2,78.0,Pacific,15,49.0,29.0
2013,R64,694,Louisville,1,82.0,Colorado St.,8,56.0,26.0
2013,Round16,695,Oregon,12,74.0,Saint Louis,4,57.0,17.0
2013,Round16,696,Michigan St.,3,70.0,Memphis,6,48.0,22.0
2013,Round8,697,Duke,2,66.0,Creighton,7,50.0,16.0
2013,E8,698,Wichita St.,9,76.0,Gonzaga,1,70.0,6.0
2013,Round16,699,La Salle,13,76.0,Mississippi,12,74.0,2.0
2013,Round16,700,Arizona,6,74.0,Harvard,14,51.0,23.0
2013,Round8,701,Ohio St.,2,78.0,Iowa St.,10,75.0,3.0
2013,Round16,702,Kansas,1,70.0,North Carolina,8,58.0,12.0
2013,R32,703,Michigan,4,78.0,VCU,5,53.0,25.0
2013,Round8,704,Florida,3,78.0,Minnesota,11,64.0,14.0
2013,Round16,705,Florida Gulf Coast,15,81.0,San Diego St.,7,71.0,10.0
2013,Round16,706,Indiana,1,58.0,Temple,9,52.0,6.0
2013,E8,707,Syracuse,4,66.0,California,12,60.0,6.0
2013,Round8,708,Marquette,3,74.0,Butler,6,72.0,2.0
2013,Round16,709,Miami FL,2,63.0,Illinois,7,59.0,4.0
2013,R64,710,Louisville,1,77.0,Oregon,12,69.0,8.0
2013,Round8,711,Duke,2,71.0,Michigan St.,3,61.0,10.0
2013,E8,712,Wichita St.,9,72.0,La Salle,13,58.0,14.0
2013,Round8,713,Ohio St.,2,73.0,Arizona,6,70.0,3.0
2013,R32,714,Michigan,4,87.0,Kansas,1,85.0,2.0
2013,Round8,715,Florida,3,62.0,Florida Gulf Coast,15,50.0,12.0
2013,E8,716,Syracuse,4,61.0,Indiana,1,50.0,11.0
2013,Round8,717,Marquette,3,71.0,Miami FL,2,61.0,10.0
2013,R64,718,Louisville,1,85.0,Duke,2,63.0,22.0
2013,E8,719,Wichita St.,9,70.0,Ohio St.,2,66.0,4.0
2013,R32,720,Michigan,4,79.0,Florida,3,59.0,20.0
2013,E8,721,Syracuse,4,55.0,Marquette,3,39.0,16.0
2013,R64,722,Louisville,1,72.0,Wichita St.,9,68.0,4.0
2013,R32,723,Michigan,4,61.0,Syracuse,4,56.0,5.0
2013,R64,724,Louisville,1,82.0,Michigan,4,76.0,6.0
2014,E8,599,Florida,1,67.0,Albany,16,55.0,12.0
2014,Round32,600,Pittsburgh,9,77.0,Colorado,8,48.0,29.0
2014,Round32,601,Stephen F. Austin,12,77.0,VCU,5,75.0,2.0
2014,Round16,602,UCLA,4,76.0,Tulsa,13,59.0,17.0
2014,Round8,603,Dayton,11,60.0,Ohio St.,6,59.0,1.0
2014,Round32,604,Syracuse,3,77.0,Western Michigan,14,53.0,24.0
2014,Round16,605,Stanford,10,58.0,New Mexico,7,53.0,5.0
2014,Round32,606,Kansas,2,80.0,Eastern Kentucky,15,69.0,11.0
2014,Round16,607,Virginia,1,70.0,Coastal Carolina,16,59.0,11.0
2014,Round32,608,Memphis,8,71.0,George Washington,9,66.0,5.0
2014,Round32,609,Harvard,12,61.0,Cincinnati,5,57.0,4.0
2014,Round8,610,Michigan St.,4,93.0,Delaware,13,78.0,15.0
2014,Round32,611,North Carolina,6,79.0,Providence,11,77.0,2.0
2014,Round16,612,Iowa St.,3,93.0,North Carolina Central,14,75.0,18.0
2014,R64,613,Connecticut,7,89.0,Saint Joseph's,10,81.0,8.0
2014,Round32,614,Villanova,2,73.0,Milwaukee,15,53.0,20.0
2014,Round8,615,Arizona,1,68.0,Weber St.,16,59.0,9.0
2014,Round32,616,Gonzaga,8,85.0,Oklahoma St.,9,77.0,8.0
2014,Round32,617,North Dakota St.,12,80.0,Oklahoma,5,75.0,5.0
2014,Round16,618,San Diego St.,4,73.0,New Mexico St.,13,69.0,4.0
2014,Round16,619,Baylor,6,74.0,Nebraska,11,60.0,14.0
2014,Round32,620,Creighton,3,76.0,Louisiana Lafayette,14,66.0,10.0
2014,Round32,621,Oregon,7,87.0,BYU,10,68.0,19.0
2014,E8,622,Wisconsin,2,75.0,American,15,35.0,40.0
2014,Round32,623,Wichita St.,1,64.0,Cal Poly,16,37.0,27.0
2014,R32,624,Kentucky,8,56.0,Kansas St.,9,49.0,7.0
2014,Round32,625,Saint Louis,5,83.0,North Carolina St.,12,80.0,3.0
2014,Round16,626,Louisville,4,71.0,Manhattan,13,64.0,7.0
2014,Round16,627,Tennessee,11,86.0,Massachusetts,6,67.0,19.0
2014,Round32,628,Mercer,14,78.0,Duke,3,71.0,7.0
2014,Round32,629,Texas,7,87.0,Arizona St.,10,85.0,2.0
2014,Round8,630,Michigan,2,57.0,Wofford,15,40.0,17.0
2014,E8,631,Florida,1,61.0,Pittsburgh,9,45.0,16.0
2014,Round16,632,UCLA,4,77.0,Stephen F. Austin,12,60.0,17.0
2014,Round8,633,Dayton,11,55.0,Syracuse,3,53.0,2.0
2014,Round16,634,Stanford,10,60.0,Kansas,2,57.0,3.0
2014,Round16,635,Virginia,1,78.0,Memphis,8,60.0,18.0
2014,Round8,636,Michigan St.,4,80.0,Harvard,12,73.0,7.0
2014,Round16,637,Iowa St.,3,85.0,North Carolina,6,83.0,2.0
2014,R64,638,Connecticut,7,77.0,Villanova,2,65.0,12.0
2014,Round8,639,Arizona,1,84.0,Gonzaga,8,61.0,23.0
2014,Round16,640,San Diego St.,4,63.0,North Dakota St.,12,44.0,19.0
2014,Round16,641,Baylor,6,85.0,Creighton,3,55.0,30.0
2014,E8,642,Wisconsin,2,85.0,Oregon,7,77.0,8.0
2014,R32,643,Kentucky,8,78.0,Wichita St.,1,76.0,2.0
2014,Round16,644,Louisville,4,66.0,Saint Louis,5,51.0,15.0
2014,Round16,645,Tennessee,11,83.0,Mercer,14,63.0,20.0
2014,Round8,646,Michigan,2,79.0,Texas,7,65.0,14.0
2014,E8,647,Florida,1,79.0,UCLA,4,68.0,11.0
2014,Round8,648,Dayton,11,82.0,Stanford,10,72.0,10.0
2014,Round8,649,Michigan St.,4,61.0,Virginia,1,59.0,2.0
2014,R64,650,Connecticut,7,81.0,Iowa St.,3,76.0,5.0
2014,Round8,651,Arizona,1,70.0,San Diego St.,4,64.0,6.0
2014,E8,652,Wisconsin,2,69.0,Baylor,6,52.0,17.0
2014,R32,653,Kentucky,8,74.0,Louisville,4,69.0,5.0
2014,Round8,654,Michigan,2,73.0,Tennessee,11,71.0,2.0
2014,E8,655,Florida,1,62.0,Dayton,11,52.0,10.0
2014,R64,656,Connecticut,7,60.0,Michigan St.,4,54.0,6.0
2014,E8,657,Wisconsin,2,64.0,Arizona,1,63.0,1.0
2014,R32,658,Kentucky,8,75.0,Michigan,2,72.0,3.0
2014,R64,659,Connecticut,7,63.0,Florida,1,53.0,10.0
2014,R32,660,Kentucky,8,74.0,Wisconsin,2,73.0,1.0
2014,R64,661,Connecticut,7,60.0,Kentucky,8,54.0,6.0
2015,E8,536,Kentucky,1,79.0,Hampton,16,56.0,23.0
2015,Round32,537,Cincinnati,8,66.0,Purdue,9,65.0,1.0
2015,Round16,538,West Virginia,5,68.0,Buffalo,12,62.0,6.0
2015,Round32,539,Maryland,4,65.0,Valparaiso,13,62.0,3.0
2015,Round32,540,Butler,6,56.0,Texas,11,48.0,8.0
2015,Round8,541,Notre Dame,3,69.0,Northeastern,14,65.0,4.0
2015,Round16,542,Wichita St.,7,81.0,Indiana,10,76.0,5.0
2015,Round32,543,Kansas,2,75.0,New Mexico St.,15,56.0,19.0
2015,R32,544,Wisconsin,1,86.0,Coastal Carolina,16,72.0,14.0
2015,Round32,545,Oregon,8,79.0,Oklahoma St.,9,73.0,6.0
2015,Round32,546,Arkansas,5,56.0,Wofford,12,53.0,3.0
2015,Round16,547,North Carolina,4,67.0,Harvard,13,65.0,2.0
2015,Round16,548,Xavier,6,76.0,Mississippi,11,57.0,19.0
2015,Round32,549,Georgia St.,14,57.0,Baylor,3,56.0,1.0
2015,Round32,550,Ohio St.,10,75.0,VCU,7,72.0,3.0
2015,Round8,551,Arizona,2,93.0,Texas Southern,15,72.0,21.0
2015,Round32,552,Villanova,1,93.0,Lafayette,16,52.0,41.0
2015,Round16,553,North Carolina St.,8,66.0,LSU,9,65.0,1.0
2015,Round32,554,Northern Iowa,5,71.0,Wyoming,12,54.0,17.0
2015,Round8,555,Louisville,4,57.0,UC Irvine,13,55.0,2.0
2015,Round32,556,Dayton,11,66.0,Providence,6,53.0,13.0
2015,Round16,557,Oklahoma,3,69.0,Albany,14,60.0,9.0
2015,E8,558,Michigan St.,7,70.0,Georgia,10,63.0,7.0
2015,Round32,559,Virginia,2,79.0,Belmont,15,67.0,12.0
2015,R64,560,Duke,1,85.0,Robert Morris,16,56.0,29.0
2015,Round32,561,San Diego St.,8,76.0,St. John's,9,64.0,12.0
2015,Round16,562,Utah,5,57.0,Stephen F. Austin,12,50.0,7.0
2015,Round32,563,Georgetown,4,84.0,Eastern Washington,13,74.0,10.0
2015,Round16,564,UCLA,11,60.0,SMU,6,59.0,1.0
2015,Round32,565,UAB,14,60.0,Iowa St.,3,59.0,1.0
2015,Round32,566,Iowa,7,83.0,Davidson,10,52.0,31.0
2015,Round8,567,Gonzaga,2,86.0,North Dakota St.,15,76.0,10.0
2015,E8,568,Kentucky,1,64.0,Cincinnati,8,51.0,13.0
2015,Round16,569,West Virginia,5,69.0,Maryland,4,59.0,10.0
2015,Round8,570,Notre Dame,3,67.0,Butler,6,64.0,3.0
2015,Round16,571,Wichita St.,7,78.0,Kansas,2,65.0,13.0
2015,R32,572,Wisconsin,1,72.0,Oregon,8,65.0,7.0
2015,Round16,573,North Carolina,4,87.0,Arkansas,5,78.0,9.0
2015,Round16,574,Xavier,6,75.0,Georgia St.,14,67.0,8.0
2015,Round8,575,Arizona,2,73.0,Ohio St.,10,58.0,15.0
2015,Round16,576,North Carolina St.,8,71.0,Villanova,1,68.0,3.0
2015,Round8,577,Louisville,4,66.0,Northern Iowa,5,53.0,13.0
2015,Round16,578,Oklahoma,3,72.0,Dayton,11,66.0,6.0
2015,E8,579,Michigan St.,7,60.0,Virginia,2,54.0,6.0
2015,R64,580,Duke,1,68.0,San Diego St.,8,49.0,19.0
2015,Round16,581,Utah,5,75.0,Georgetown,4,64.0,11.0
2015,Round16,582,UCLA,11,92.0,UAB,14,75.0,17.0
2015,Round8,583,Gonzaga,2,87.0,Iowa,7,68.0,19.0
2015,E8,584,Kentucky,1,78.0,West Virginia,5,39.0,39.0
2015,Round8,585,Notre Dame,3,81.0,Wichita St.,7,70.0,11.0
2015,R32,586,Wisconsin,1,79.0,North Carolina,4,72.0,7.0
2015,Round8,587,Arizona,2,68.0,Xavier,6,60.0,8.0
2015,Round8,588,Louisville,4,75.0,North Carolina St.,8,65.0,10.0
2015,E8,589,Michigan St.,7,62.0,Oklahoma,3,58.0,4.0
2015,R64,590,Duke,1,63.0,Utah,5,57.0,6.0
2015,Round8,591,Gonzaga,2,74.0,UCLA,11,62.0,12.0
2015,E8,592,Kentucky,1,68.0,Notre Dame,3,66.0,2.0
2015,R32,593,Wisconsin,1,85.0,Arizona,2,78.0,7.0
2015,E8,594,Michigan St.,7,76.0,Louisville,4,70.0,6.0
2015,R64,595,Duke,1,66.0,Gonzaga,2,52.0,14.0
2015,R32,596,Wisconsin,1,71.0,Kentucky,1,64.0,7.0
2015,R64,597,Duke,1,81.0,Michigan St.,7,61.0,20.0
2015,R64,598,Duke,1,68.0,Wisconsin,1,63.0,5.0
2016,Round8,473,Kansas,1,105.0,Austin Peay,16,79.0,26.0
2016,Round32,474,Connecticut,9,74.0,Colorado,8,67.0,7.0
2016,Round16,475,Maryland,5,79.0,South Dakota St.,12,74.0,5.0
2016,Round32,476,Hawaii,13,77.0,California,4,66.0,11.0
2016,Round32,477,Wichita St.,11,65.0,Arizona,6,55.0,10.0
2016,Round16,478,Miami FL,3,79.0,Buffalo,14,72.0,7.0
2016,Round32,479,Iowa,7,72.0,Temple,10,70.0,2.0
2016,R64,480,Villanova,2,86.0,UNC Asheville,15,56.0,30.0
2016,Round8,481,Oregon,1,91.0,Holy Cross,16,52.0,39.0
2016,Round32,482,Saint Joseph's,8,78.0,Cincinnati,9,76.0,2.0
2016,Round32,483,Yale,12,79.0,Baylor,5,75.0,4.0
2016,Round16,484,Duke,4,93.0,UNC Wilmington,13,85.0,8.0
2016,Round32,485,Northern Iowa,11,75.0,Texas,6,72.0,3.0
2016,Round16,486,Texas A&M,3,92.0,Green Bay,14,65.0,27.0
2016,Round32,487,VCU,10,75.0,Oregon St.,7,67.0,8.0
2016,E8,488,Oklahoma,2,82.0,Cal St. Bakersfield,15,68.0,14.0
2016,R32,489,North Carolina,1,83.0,Florida Gulf Coast,16,67.0,16.0
2016,Round32,490,Providence,9,70.0,Southern California,8,69.0,1.0
2016,Round16,491,Indiana,5,99.0,Chattanooga,12,74.0,25.0
2016,Round32,492,Kentucky,4,85.0,Stony Brook,13,57.0,28.0
2016,Round8,493,Notre Dame,6,70.0,Michigan,11,63.0,7.0
2016,Round32,494,Stephen F. Austin,14,70.0,West Virginia,3,56.0,14.0
2016,Round16,495,Wisconsin,7,47.0,Pittsburgh,10,43.0,4.0
2016,Round32,496,Xavier,2,71.0,Weber St.,15,53.0,18.0
2016,Round8,497,Virginia,1,81.0,Hampton,16,45.0,36.0
2016,Round32,498,Butler,9,71.0,Texas Tech,8,61.0,10.0
2016,Round32,499,Little Rock,12,85.0,Purdue,5,83.0,2.0
2016,Round16,500,Iowa St.,4,94.0,Iona,13,81.0,13.0
2016,Round16,501,Gonzaga,11,68.0,Seton Hall,6,52.0,16.0
2016,Round32,502,Utah,3,80.0,Fresno St.,14,69.0,11.0
2016,E8,503,Syracuse,10,70.0,Dayton,7,51.0,19.0
2016,Round32,504,Middle Tennessee,15,90.0,Michigan St.,2,81.0,9.0
2016,Round8,505,Kansas,1,73.0,Connecticut,9,61.0,12.0
2016,Round16,506,Maryland,5,73.0,Hawaii,13,60.0,13.0
2016,Round16,507,Miami FL,3,65.0,Wichita St.,11,57.0,8.0
2016,R64,508,Villanova,2,87.0,Iowa,7,68.0,19.0
2016,Round8,509,Oregon,1,69.0,Saint Joseph's,8,64.0,5.0
2016,Round16,510,Duke,4,71.0,Yale,12,64.0,7.0
2016,Round16,511,Texas A&M,3,92.0,Northern Iowa,11,88.0,4.0
2016,E8,512,Oklahoma,2,85.0,VCU,10,81.0,4.0
2016,R32,513,North Carolina,1,85.0,Providence,9,66.0,19.0
2016,Round16,514,Indiana,5,73.0,Kentucky,4,67.0,6.0
2016,Round8,515,Notre Dame,6,76.0,Stephen F. Austin,14,75.0,1.0
2016,Round16,516,Wisconsin,7,66.0,Xavier,2,63.0,3.0
2016,Round8,517,Virginia,1,77.0,Butler,9,69.0,8.0
2016,Round16,518,Iowa St.,4,78.0,Little Rock,12,61.0,17.0
2016,Round16,519,Gonzaga,11,82.0,Utah,3,59.0,23.0
2016,E8,520,Syracuse,10,75.0,Middle Tennessee,15,50.0,25.0
2016,Round8,521,Kansas,1,79.0,Maryland,5,63.0,16.0
2016,R64,522,Villanova,2,92.0,Miami FL,3,69.0,23.0
2016,Round8,523,Oregon,1,82.0,Duke,4,68.0,14.0
2016,E8,524,Oklahoma,2,77.0,Texas A&M,3,63.0,14.0
2016,R32,525,North Carolina,1,101.0,Indiana,5,86.0,15.0
2016,Round8,526,Notre Dame,6,61.0,Wisconsin,7,56.0,5.0
2016,Round8,527,Virginia,1,84.0,Iowa St.,4,71.0,13.0
2016,E8,528,Syracuse,10,63.0,Gonzaga,11,60.0,3.0
2016,R64,529,Villanova,2,64.0,Kansas,1,59.0,5.0
2016,E8,530,Oklahoma,2,80.0,Oregon,1,68.0,12.0
2016,R32,531,North Carolina,1,88.0,Notre Dame,6,74.0,14.0
2016,E8,532,Syracuse,10,68.0,Virginia,1,62.0,6.0
2016,R64,533,Villanova,2,95.0,Oklahoma,2,51.0,44.0
2016,R32,534,North Carolina,1,83.0,Syracuse,10,66.0,17.0
2016,R64,535,Villanova,2,77.0,North Carolina,1,74.0,3.0
2017,Round32,410,Villanova,1,76.0,Mount St. Mary's,16,56.0,20.0
2017,Round16,411,Wisconsin,8,84.0,Virginia Tech,9,74.0,10.0
2017,Round32,412,Virginia,5,76.0,UNC Wilmington,12,71.0,5.0
2017,Round8,413,Florida,4,80.0,East Tennessee St.,13,65.0,15.0
2017,Round32,414,Southern California,11,66.0,SMU,6,65.0,1.0
2017,Round16,415,Baylor,3,91.0,New Mexico St.,14,73.0,18.0
2017,E8,416,South Carolina,7,93.0,Marquette,10,73.0,20.0
2017,Round32,417,Duke,2,87.0,Troy,15,65.0,22.0
2017,R32,418,Gonzaga,1,66.0,South Dakota St.,16,46.0,20.0
2017,Round32,419,Northwestern,8,68.0,Vanderbilt,9,66.0,2.0
2017,Round32,420,Notre Dame,5,60.0,Princeton,12,58.0,2.0
2017,Round16,421,West Virginia,4,86.0,Bucknell,13,80.0,6.0
2017,Round8,422,Xavier,11,76.0,Maryland,6,65.0,11.0
2017,Round32,423,Florida St.,3,86.0,Florida Gulf Coast,14,80.0,6.0
2017,Round32,424,Saint Mary's,7,85.0,VCU,10,77.0,8.0
2017,Round16,425,Arizona,2,100.0,North Dakota,15,82.0,18.0
2017,Round8,426,Kansas,1,100.0,UC Davis,16,62.0,38.0
2017,Round32,427,Michigan St.,9,78.0,Miami FL,8,58.0,20.0
2017,Round32,428,Iowa St.,5,84.0,Nevada,12,73.0,11.0
2017,Round16,429,Purdue,4,80.0,Vermont,13,70.0,10.0
2017,Round32,430,Rhode Island,11,84.0,Creighton,6,72.0,12.0
2017,E8,431,Oregon,3,93.0,Iona,14,77.0,16.0
2017,Round16,432,Michigan,7,92.0,Oklahoma St.,10,91.0,1.0
2017,Round32,433,Louisville,2,78.0,Jacksonville St.,15,63.0,15.0
2017,R64,434,North Carolina,1,103.0,Texas Southern,16,64.0,39.0
2017,Round32,435,Arkansas,8,77.0,Seton Hall,9,71.0,6.0
2017,Round32,436,Middle Tennessee,12,81.0,Minnesota,5,72.0,9.0
2017,Round16,437,Butler,4,76.0,Winthrop,13,64.0,12.0
2017,Round32,438,Cincinnati,6,75.0,Kansas St.,11,61.0,14.0
2017,Round16,439,UCLA,3,97.0,Kent St.,14,80.0,17.0
2017,Round32,440,Wichita St.,10,64.0,Dayton,7,58.0,6.0
2017,Round8,441,Kentucky,2,79.0,Northern Kentucky,15,70.0,9.0
2017,Round16,442,Wisconsin,8,65.0,Villanova,1,62.0,3.0
2017,Round8,443,Florida,4,65.0,Virginia,5,39.0,26.0
2017,Round16,444,Baylor,3,82.0,Southern California,11,78.0,4.0
2017,E8,445,South Carolina,7,88.0,Duke,2,81.0,7.0
2017,R32,446,Gonzaga,1,79.0,Northwestern,8,73.0,6.0
2017,Round16,447,West Virginia,4,83.0,Notre Dame,5,71.0,12.0
2017,Round8,448,Xavier,11,91.0,Florida St.,3,66.0,25.0
2017,Round16,449,Arizona,2,69.0,Saint Mary's,7,60.0,9.0
2017,Round8,450,Kansas,1,90.0,Michigan St.,9,70.0,20.0
2017,Round16,451,Purdue,4,80.0,Iowa St.,5,76.0,4.0
2017,E8,452,Oregon,3,75.0,Rhode Island,11,72.0,3.0
2017,Round16,453,Michigan,7,73.0,Louisville,2,69.0,4.0
2017,R64,454,North Carolina,1,72.0,Arkansas,8,65.0,7.0
2017,Round16,455,Butler,4,74.0,Middle Tennessee,12,65.0,9.0
2017,Round16,456,UCLA,3,79.0,Cincinnati,6,67.0,12.0
2017,Round8,457,Kentucky,2,65.0,Wichita St.,10,62.0,3.0
2017,Round8,458,Florida,4,84.0,Wisconsin,8,83.0,1.0
2017,E8,459,South Carolina,7,70.0,Baylor,3,50.0,20.0
2017,R32,460,Gonzaga,1,61.0,West Virginia,4,58.0,3.0
2017,Round8,461,Xavier,11,73.0,Arizona,2,71.0,2.0
2017,Round8,462,Kansas,1,98.0,Purdue,4,66.0,32.0
2017,E8,463,Oregon,3,69.0,Michigan,7,68.0,1.0
2017,R64,464,North Carolina,1,92.0,Butler,4,80.0,12.0
2017,Round8,465,Kentucky,2,86.0,UCLA,3,75.0,11.0
2017,E8,466,South Carolina,7,77.0,Florida,4,70.0,7.0
2017,R32,467,Gonzaga,1,83.0,Xavier,11,59.0,24.0
2017,E8,468,Oregon,3,74.0,Kansas,1,60.0,14.0
2017,R64,469,North Carolina,1,75.0,Kentucky,2,73.0,2.0
2017,R32,470,Gonzaga,1,77.0,South Carolina,7,73.0,4.0
2017,R64,471,North Carolina,1,77.0,Oregon,3,76.0,1.0
2017,R64,472,North Carolina,1,71.0,Gonzaga,1,65.0,6.0
2018,Round32,347,UMBC,16,74.0,Virginia,1,54.0,20.0
2018,Round8,348,Kansas St.,9,69.0,Creighton,8,59.0,10.0
2018,Round16,349,Kentucky,5,78.0,Davidson,12,73.0,5.0
2018,Round32,350,Buffalo,13,89.0,Arizona,4,68.0,21.0
2018,E8,351,Loyola Chicago,11,64.0,Miami FL,6,62.0,2.0
2018,Round32,352,Tennessee,3,73.0,Wright St.,14,47.0,26.0
2018,Round16,353,Nevada,7,87.0,Texas,10,83.0,4.0
2018,Round32,354,Cincinnati,2,68.0,Georgia St.,15,53.0,15.0
2018,Round32,355,Xavier,1,102.0,Texas Southern,16,83.0,19.0
2018,Round8,356,Florida St.,9,67.0,Missouri,8,54.0,13.0
2018,Round32,357,Ohio St.,5,81.0,South Dakota St.,12,73.0,8.0
2018,Round16,358,Gonzaga,4,68.0,UNC Greensboro,13,64.0,4.0
2018,Round32,359,Houston,6,67.0,San Diego St.,11,65.0,2.0
2018,R32,360,Michigan,3,61.0,Montana,14,47.0,14.0
2018,Round16,361,Texas A&M,7,73.0,Providence,10,69.0,4.0
2018,Round32,362,North Carolina,2,84.0,Lipscomb,15,66.0,18.0
2018,R64,363,Villanova,1,87.0,Radford,16,61.0,26.0
2018,Round32,364,Alabama,9,86.0,Virginia Tech,8,83.0,3.0
2018,Round16,365,West Virginia,5,85.0,Murray St.,12,68.0,17.0
2018,Round32,366,Marshall,13,81.0,Wichita St.,4,75.0,6.0
2018,Round32,367,Florida,6,77.0,St. Bonaventure,11,62.0,15.0
2018,Round8,368,Texas Tech,3,70.0,Stephen F. Austin,14,60.0,10.0
2018,Round32,369,Butler,10,79.0,Arkansas,7,62.0,17.0
2018,Round16,370,Purdue,2,74.0,Cal St. Fullerton,15,48.0,26.0
2018,E8,371,Kansas,1,76.0,Penn,16,60.0,16.0
2018,Round32,372,Seton Hall,8,94.0,North Carolina St.,9,83.0,11.0
2018,Round16,373,Clemson,5,79.0,New Mexico St.,12,68.0,11.0
2018,Round32,374,Auburn,4,62.0,College of Charleston,13,58.0,4.0
2018,Round16,375,Syracuse,11,57.0,TCU,6,52.0,5.0
2018,Round32,376,Michigan St.,3,82.0,Bucknell,14,78.0,4.0
2018,Round32,377,Rhode Island,7,83.0,Oklahoma,10,78.0,5.0
2018,Round8,378,Duke,2,89.0,Iona,15,67.0,22.0
2018,Round8,379,Kansas St.,9,50.0,UMBC,16,43.0,7.0
2018,Round16,380,Kentucky,5,95.0,Buffalo,13,75.0,20.0
2018,E8,381,Loyola Chicago,11,63.0,Tennessee,3,62.0,1.0
2018,Round16,382,Nevada,7,75.0,Cincinnati,2,73.0,2.0
2018,Round8,383,Florida St.,9,75.0,Xavier,1,70.0,5.0
2018,Round16,384,Gonzaga,4,90.0,Ohio St.,5,84.0,6.0
