Year,Round,GameID,WinningTeam,WinningSeed,WinningScore,LosingTeam,LosingSeed,LosingScore,ScoreDiff
2018,R32,385,Michigan,3,64.0,Houston,6,63.0,1.0
2018,Round16,386,Texas A&M,7,86.0,North Carolina,2,65.0,21.0
2018,R64,387,Villanova,1,81.0,Alabama,9,58.0,23.0
2018,Round16,388,West Virginia,5,94.0,Marshall,13,71.0,23.0
2018,Round8,389,Texas Tech,3,69.0,Florida,6,66.0,3.0
2018,Round16,390,Purdue,2,76.0,Butler,10,73.0,3.0
2018,E8,391,Kansas,1,83.0,Seton Hall,8,79.0,4.0
2018,Round16,392,Clemson,5,84.0,Auburn,4,53.0,31.0
2018,Round16,393,Syracuse,11,55.0,Michigan St.,3,53.0,2.0
2018,Round8,394,Duke,2,87.0,Rhode Island,7,62.0,25.0
2018,Round8,395,Kansas St.,9,61.0,Kentucky,5,58.0,3.0
2018,E8,396,Loyola Chicago,11,69.0,Nevada,7,68.0,1.0
2018,Round8,397,Florida St.,9,75.0,Gonzaga,4,60.0,15.0
2018,R32,398,Michigan,3,99.0,Texas A&M,7,72.0,27.0
2018,R64,399,Villanova,1,90.0,West Virginia,5,78.0,12.0
2018,Round8,400,Texas Tech,3,78.0,Purdue,2,65.0,13.0
2018,E8,401,Kansas,1,80.0,Clemson,5,76.0,4.0
2018,Round8,402,Duke,2,69.0,Syracuse,11,65.0,4.0
2018,E8,403,Loyola Chicago,11,78.0,Kansas St.,9,62.0,16.0
2018,R32,404,Michigan,3,58.0,Florida St.,9,54.0,4.0
2018,R64,405,Villanova,1,71.0,Texas Tech,3,59.0,12.0
2018,E8,406,Kansas,1,85.0,Duke,2,81.0,4.0
2018,R32,407,Michigan,3,69.0,Loyola Chicago,11,57.0,12.0
2018,R64,408,Villanova,1,95.0,Kansas,1,79.0,16.0
2018,R64,409,Villanova,1,79.0,Michigan,3,62.0,17.0
2019,Round8,284,Duke,1,85.0,North Dakota St.,16,62.0,23.0
2019,Round32,285,Central Florida,9,73.0,VCU,8,58.0,15.0
2019,Round32,286,Liberty,12,80.0,Mississippi St.,5,76.0,4.0
2019,Round16,287,Virginia Tech,4,66.0,Saint Louis,13,52.0,14.0
2019,Round32,288,Maryland,6,79.0,Belmont,11,77.0,2.0
2019,Round16,289,LSU,3,79.0,Yale,14,74.0,5.0
2019,Round32,290,Minnesota,10,86.0,Louisville,7,76.0,10.0
2019,E8,291,Michigan St.,2,76.0,Bradley,15,65.0,11.0
2019,Round8,292,Gonzaga,1,87.0,Fairleigh Dickinson,16,49.0,38.0
2019,Round32,293,Baylor,9,78.0,Syracuse,8,69.0,9.0
2019,Round32,294,Murray St.,12,83.0,Marquette,5,64.0,19.0
2019,Round16,295,Florida St.,4,76.0,Vermont,13,69.0,7.0
2019,Round32,296,Buffalo,6,91.0,Arizona St.,11,74.0,17.0
2019,R32,297,Texas Tech,3,72.0,Northern Kentucky,14,57.0,15.0
2019,Round32,298,Florida,10,70.0,Nevada,7,61.0,9.0
2019,Round16,299,Michigan,2,74.0,Montana,15,55.0,19.0
2019,R64,300,Virginia,1,71.0,Gardner Webb,16,56.0,15.0
2019,Round32,301,Oklahoma,9,95.0,Mississippi,8,72.0,23.0
2019,Round16,302,Oregon,12,72.0,Wisconsin,5,54.0,18.0
2019,Round32,303,UC Irvine,13,70.0,Kansas St.,4,64.0,6.0
2019,Round32,304,Villanova,6,61.0,Saint Mary's,11,57.0,4.0
2019,Round8,305,Purdue,3,61.0,Old Dominion,14,48.0,13.0
2019,Round32,306,Iowa,10,79.0,Cincinnati,7,72.0,7.0
2019,Round16,307,Tennessee,2,77.0,Colgate,15,70.0,7.0
2019,Round16,308,North Carolina,1,88.0,Iona,16,73.0,15.0
2019,Round32,309,Washington,9,78.0,Utah St.,8,61.0,17.0
2019,E8,310,Auburn,5,78.0,New Mexico St.,12,77.0,1.0
2019,Round32,311,Kansas,4,87.0,Northeastern,13,52.0,35.0
2019,Round32,312,Ohio St.,11,62.0,Iowa St.,6,59.0,3.0
2019,Round16,313,Houston,3,84.0,Georgia St.,14,55.0,29.0
2019,Round32,314,Wofford,7,84.0,Seton Hall,10,68.0,16.0
2019,Round8,315,Kentucky,2,79.0,Abilene Christian,15,44.0,35.0
2019,Round8,316,Duke,1,77.0,Central Florida,9,76.0,1.0
2019,Round16,317,Virginia Tech,4,67.0,Liberty,12,58.0,9.0
2019,Round16,318,LSU,3,69.0,Maryland,6,67.0,2.0
2019,E8,319,Michigan St.,2,70.0,Minnesota,10,50.0,20.0
2019,Round8,320,Gonzaga,1,83.0,Baylor,9,71.0,12.0
2019,Round16,321,Florida St.,4,90.0,Murray St.,12,62.0,28.0
2019,R32,322,Texas Tech,3,78.0,Buffalo,6,58.0,20.0
2019,Round16,323,Michigan,2,64.0,Florida,10,49.0,15.0
2019,R64,324,Virginia,1,63.0,Oklahoma,9,51.0,12.0
2019,Round16,325,Oregon,12,73.0,UC Irvine,13,54.0,19.0
2019,Round8,326,Purdue,3,87.0,Villanova,6,61.0,26.0
2019,Round16,327,Tennessee,2,83.0,Iowa,10,77.0,6.0
2019,Round16,328,North Carolina,1,81.0,Washington,9,59.0,22.0
2019,E8,329,Auburn,5,89.0,Kansas,4,75.0,14.0
2019,Round16,330,Houston,3,74.0,Ohio St.,11,59.0,15.0
2019,Round8,331,Kentucky,2,62.0,Wofford,7,56.0,6.0
2019,Round8,332,Duke,1,75.0,Virginia Tech,4,73.0,2.0
2019,E8,333,Michigan St.,2,80.0,LSU,3,63.0,17.0
2019,Round8,334,Gonzaga,1,72.0,Florida St.,4,58.0,14.0
2019,R32,335,Texas Tech,3,63.0,Michigan,2,44.0,19.0
2019,R64,336,Virginia,1,53.0,Oregon,12,49.0,4.0
2019,Round8,337,Purdue,3,99.0,Tennessee,2,94.0,5.0
2019,E8,338,Auburn,5,97.0,North Carolina,1,80.0,17.0
2019,Round8,339,Kentucky,2,62.0,Houston,3,58.0,4.0
2019,E8,340,Michigan St.,2,68.0,Duke,1,67.0,1.0
2019,R32,341,Texas Tech,3,75.0,Gonzaga,1,69.0,6.0
2019,R64,342,Virginia,1,80.0,Purdue,3,75.0,5.0
2019,E8,343,Auburn,5,77.0,Kentucky,2,71.0,6.0
2019,R32,344,Texas Tech,3,61.0,Michigan St.,2,51.0,10.0
2019,R64,345,Virginia,1,63.0,Auburn,5,62.0,1.0
2019,R64,346,Virginia,1,85.0,Texas Tech,3,77.0,8.0
2021,R32,222,Gonzaga,1,98.0,Norfolk St.,16,55.0,43.0
2021,Round32,223,Oklahoma,8,72.0,Missouri,9,68.0,4.0
2021,Round16,224,Creighton,5,63.0,UC Santa Barbara,12,62.0,1.0
2021,Round32,225,Ohio,13,62.0,Virginia,4,58.0,4.0
2021,Round8,226,Southern California,6,72.0,Drake,11,56.0,16.0
2021,Round32,227,Kansas,3,93.0,Eastern Washington,14,84.0,9.0
2021,Round32,228,Iowa,2,86.0,Grand Canyon,15,74.0,12.0
2021,Round8,229,Michigan,1,82.0,Texas Southern,16,66.0,16.0
2021,Round32,230,LSU,8,76.0,St. Bonaventure,9,61.0,15.0
2021,Round32,231,Colorado,5,96.0,Georgetown,12,73.0,23.0
2021,Round16,232,Florida St.,4,64.0,UNC Greensboro,13,54.0,10.0
2021,E8,233,UCLA,11,73.0,BYU,6,62.0,11.0
2021,Round32,234,Abilene Christian,14,53.0,Texas,3,52.0,1.0
2021,Round32,235,Maryland,10,63.0,Connecticut,7,54.0,9.0
2021,Round16,236,Alabama,2,68.0,Iona,15,55.0,13.0
2021,R64,237,Baylor,1,79.0,Hartford,16,55.0,24.0
2021,Round32,238,Wisconsin,9,85.0,North Carolina,8,62.0,23.0
2021,Round16,239,Villanova,5,73.0,Winthrop,12,63.0,10.0
2021,Round32,240,North Texas,13,78.0,Purdue,4,69.0,9.0
2021,Round32,241,Texas Tech,6,65.0,Utah St.,11,53.0,12.0
2021,Round8,242,Arkansas,3,85.0,Colgate,14,68.0,17.0
2021,Round32,243,Florida,7,75.0,Virginia Tech,10,70.0,5.0
2021,Round16,244,Oral Roberts,15,75.0,Ohio St.,2,72.0,3.0
2021,Round32,245,Illinois,1,78.0,Drexel,16,49.0,29.0
2021,Round16,246,Loyola Chicago,8,71.0,Georgia Tech,9,60.0,11.0
2021,Round8,247,Oregon St.,12,70.0,Tennessee,5,56.0,14.0
2021,Round32,248,Oklahoma St.,4,69.0,Liberty,13,60.0,9.0
2021,Round16,249,Syracuse,11,78.0,San Diego St.,6,62.0,16.0
2021,Round32,250,West Virginia,3,84.0,Morehead St.,14,67.0,17.0
2021,Round32,251,Rutgers,10,60.0,Clemson,7,56.0,4.0
2021,E8,252,Houston,2,87.0,Cleveland St.,15,56.0,31.0
2021,R32,253,Gonzaga,1,87.0,Oklahoma,8,71.0,16.0
2021,Round16,254,Creighton,5,72.0,Ohio,13,58.0,14.0
2021,Round8,255,Southern California,6,85.0,Kansas,3,51.0,34.0
2021,Round16,256,Oregon,7,95.0,Iowa,2,80.0,15.0
2021,Round8,257,Michigan,1,86.0,LSU,8,78.0,8.0
2021,Round16,258,Florida St.,4,71.0,Colorado,5,53.0,18.0
2021,E8,259,UCLA,11,67.0,Abilene Christian,14,47.0,20.0
2021,Round16,260,Alabama,2,96.0,Maryland,10,77.0,19.0
2021,R64,261,Baylor,1,76.0,Wisconsin,9,63.0,13.0
2021,Round16,262,Villanova,5,84.0,North Texas,13,61.0,23.0
2021,Round8,263,Arkansas,3,68.0,Texas Tech,6,66.0,2.0
2021,Round16,264,Oral Roberts,15,81.0,Florida,7,78.0,3.0
2021,Round16,265,Loyola Chicago,8,71.0,Illinois,1,58.0,13.0
2021,Round8,266,Oregon St.,12,80.0,Oklahoma St.,4,70.0,10.0
2021,Round16,267,Syracuse,11,75.0,West Virginia,3,72.0,3.0
2021,E8,268,Houston,2,63.0,Rutgers,10,60.0,3.0
2021,R32,269,Gonzaga,1,83.0,Creighton,5,65.0,18.0
2021,Round8,270,Southern California,6,82.0,Oregon,7,68.0,14.0
2021,Round8,271,Michigan,1,76.0,Florida St.,4,58.0,18.0
2021,E8,272,UCLA,11,88.0,Alabama,2,78.0,10.0
2021,R64,273,Baylor,1,62.0,Villanova,5,51.0,11.0
2021,Round8,274,Arkansas,3,72.0,Oral Roberts,15,70.0,2.0
2021,Round8,275,Oregon St.,12,65.0,Loyola Chicago,8,58.0,7.0
2021,E8,276,Houston,2,62.0,Syracuse,11,46.0,16.0
2021,R32,277,Gonzaga,1,85.0,Southern California,6,66.0,19.0
2021,E8,278,UCLA,11,51.0,Michigan,1,49.0,2.0
2021,R64,279,Baylor,1,81.0,Arkansas,3,72.0,9.0
2021,E8,280,Houston,2,67.0,Oregon St.,12,61.0,6.0
2021,R32,281,Gonzaga,1,93.0,UCLA,11,90.0,3.0
2021,R64,282,Baylor,1,78.0,Houston,2,59.0,19.0
2021,R64,283,Baylor,1,86.0,Gonzaga,1,70.0,16.0
2022,Round16,159,Gonzaga,1,93.0,Georgia St.,16,72.0,21.0
2022,Round32,160,Memphis,9,64.0,Boise St.,8,53.0,11.0
2022,Round32,161,New Mexico St.,12,70.0,Connecticut,5,63.0,7.0
2022,Round8,162,Arkansas,4,75.0,Vermont,13,71.0,4.0
2022,Round32,163,Notre Dame,11,78.0,Alabama,6,64.0,14.0
2022,Round16,164,Texas Tech,3,97.0,Montana St.,14,62.0,35.0
2022,Round32,165,Michigan St.,7,74.0,Davidson,10,73.0,1.0
2022,E8,166,Duke,2,78.0,Cal St. Fullerton,15,61.0,17.0
2022,Round32,167,Baylor,1,85.0,Norfolk St.,16,49.0,36.0
2022,R32,168,North Carolina,8,95.0,Marquette,9,63.0,32.0
2022,Round32,169,Saint Mary's,5,82.0,Indiana,12,53.0,29.0
2022,Round16,170,UCLA,4,57.0,Akron,13,53.0,4.0
2022,Round32,171,Texas,6,81.0,Virginia Tech,11,73.0,8.0
2022,Round16,172,Purdue,3,78.0,Yale,14,56.0,22.0
2022,Round32,173,Murray St.,7,92.0,San Francisco,10,87.0,5.0
2022,Round8,174,Saint Peter's,15,85.0,Kentucky,2,79.0,6.0
2022,Round16,175,Arizona,1,87.0,Wright St.,16,70.0,17.0
2022,Round32,176,TCU,9,69.0,Seton Hall,8,42.0,27.0
2022,Round8,177,Houston,5,82.0,UAB,12,68.0,14.0
2022,Round32,178,Illinois,4,54.0,Chattanooga,13,53.0,1.0
2022,Round16,179,Michigan,11,75.0,Colorado St.,6,63.0,12.0
2022,Round32,180,Tennessee,3,88.0,Longwood,14,56.0,32.0
2022,Round32,181,Ohio St.,7,54.0,Loyola Chicago,10,41.0,13.0
2022,E8,182,Villanova,2,80.0,Delaware,15,60.0,20.0
2022,R64,183,Kansas,1,83.0,Texas Southern,16,56.0,27.0
2022,Round32,184,Creighton,9,72.0,San Diego St.,8,69.0,3.0
2022,Round32,185,Richmond,12,67.0,Iowa,5,63.0,4.0
2022,Round16,186,Providence,4,66.0,South Dakota St.,13,57.0,9.0
2022,Round16,187,Iowa St.,11,59.0,LSU,6,54.0,5.0
2022,Round32,188,Wisconsin,3,67.0,Colgate,14,60.0,7.0
2022,Round8,189,Miami FL,10,68.0,Southern California,7,66.0,2.0
2022,Round32,190,Auburn,2,80.0,Jacksonville St.,15,61.0,19.0
2022,Round16,191,Gonzaga,1,82.0,Memphis,9,78.0,4.0
2022,Round8,192,Arkansas,4,53.0,New Mexico St.,12,48.0,5.0
2022,Round16,193,Texas Tech,3,59.0,Notre Dame,11,53.0,6.0
2022,E8,194,Duke,2,85.0,Michigan St.,7,76.0,9.0
2022,R32,195,North Carolina,8,93.0,Baylor,1,86.0,7.0
2022,Round16,196,UCLA,4,72.0,Saint Mary's,5,56.0,16.0
2022,Round16,197,Purdue,3,81.0,Texas,6,71.0,10.0
2022,Round8,198,Saint Peter's,15,70.0,Murray St.,7,60.0,10.0
2022,Round16,199,Arizona,1,85.0,TCU,9,80.0,5.0
2022,Round8,200,Houston,5,68.0,Illinois,4,53.0,15.0
2022,Round16,201,Michigan,11,76.0,Tennessee,3,68.0,8.0
2022,E8,202,Villanova,2,71.0,Ohio St.,7,61.0,10.0
2022,R64,203,Kansas,1,79.0,Creighton,9,72.0,7.0
2022,Round16,204,Providence,4,79.0,Richmond,12,51.0,28.0
2022,Round16,205,Iowa St.,11,54.0,Wisconsin,3,49.0,5.0
2022,Round8,206,Miami FL,10,79.0,Auburn,2,61.0,18.0
2022,Round8,207,Arkansas,4,74.0,Gonzaga,1,68.0,6.0
2022,E8,208,Duke,2,78.0,Texas Tech,3,73.0,5.0
2022,R32,209,North Carolina,8,73.0,UCLA,4,66.0,7.0
2022,Round8,210,Saint Peter's,15,67.0,Purdue,3,64.0,3.0
2022,Round8,211,Houston,5,72.0,Arizona,1,60.0,12.0
2022,E8,212,Villanova,2,63.0,Michigan,11,55.0,8.0
2022,R64,213,Kansas,1,66.0,Providence,4,61.0,5.0
2022,Round8,214,Miami FL,10,70.0,Iowa St.,11,56.0,14.0
2022,E8,215,Duke,2,78.0,Arkansas,4,69.0,9.0
2022,R32,216,North Carolina,8,69.0,Saint Peter's,15,49.0,20.0
2022,E8,217,Villanova,2,50.0,Houston,5,44.0,6.0
2022,R64,218,Kansas,1,76.0,Miami FL,10,50.0,26.0
2022,R32,219,North Carolina,8,81.0,Duke,2,77.0,4.0
2022,R64,220,Kansas,1,81.0,Villanova,2,65.0,16.0
2022,R64,221,Kansas,1,72.0,North Carolina,8,69.0,3.0
2023,Round16,96,Alabama,1,96.0,Texas A&M Corpus Chris,16,75.0,21.0
2023,Round32,97,Maryland,8,67.0,West Virginia,9,65.0,2.0
2023,R32,98,San Diego St.,5,63.0,College of Charleston,12,57.0,6.0
2023,Round32,99,Furman,13,68.0,Virginia,4,67.0,1.0
2023,Round8,100,Creighton,6,72.0,North Carolina St.,11,63.0,9.0
2023,Round32,101,Baylor,3,74.0,UC Santa Barbara,14,56.0,18.0
2023,Round32,102,Missouri,7,76.0,Utah St.,10,65.0,11.0
2023,Round16,103,Princeton,15,59.0,Arizona,2,55.0,4.0
2023,Round32,104,Fairleigh Dickinson,16,63.0,Purdue,1,58.0,5.0
2023,E8,105,Florida Atlantic,9,66.0,Memphis,8,65.0,1.0
2023,Round32,106,Duke,5,74.0,Oral Roberts,12,51.0,23.0
2023,Round16,107,Tennessee,4,58.0,Louisiana Lafayette,13,55.0,3.0
2023,Round32,108,Kentucky,6,61.0,Providence,11,53.0,8.0
2023,Round8,109,Kansas St.,3,77.0,Montana St.,14,65.0,12.0
2023,Round16,110,Michigan St.,7,72.0,Southern California,10,62.0,10.0
2023,Round32,111,Marquette,2,78.0,Vermont,15,61.0,17.0
2023,Round16,112,Houston,1,63.0,Northern Kentucky,16,52.0,11.0
2023,Round32,113,Auburn,9,83.0,Iowa,8,75.0,8.0
2023,E8,114,Miami FL,5,63.0,Drake,12,56.0,7.0
2023,Round32,115,Indiana,4,71.0,Kent St.,13,60.0,11.0
2023,Round32,116,Pittsburgh,11,59.0,Iowa St.,6,41.0,18.0
2023,Round16,117,Xavier,3,72.0,Kennesaw St.,14,67.0,5.0
2023,Round32,118,Penn St.,10,76.0,Texas A&M,7,59.0,17.0
2023,Round8,119,Texas,2,81.0,Colgate,15,61.0,20.0
2023,Round32,120,Kansas,1,96.0,Howard,16,68.0,28.0
2023,Round16,121,Arkansas,8,73.0,Illinois,9,63.0,10.0
2023,Round32,122,Saint Mary's,5,63.0,VCU,12,51.0,12.0
2023,R64,123,Connecticut,4,87.0,Iona,13,63.0,24.0
2023,Round32,124,TCU,6,72.0,Arizona St.,11,70.0,2.0
2023,Round8,125,Gonzaga,3,82.0,Grand Canyon,14,70.0,12.0
2023,Round32,126,Northwestern,7,75.0,Boise St.,10,67.0,8.0
2023,Round16,127,UCLA,2,86.0,UNC Asheville,15,53.0,33.0
2023,Round16,128,Alabama,1,73.0,Maryland,8,51.0,22.0
2023,R32,129,San Diego St.,5,75.0,Furman,13,52.0,23.0
2023,Round8,130,Creighton,6,85.0,Baylor,3,76.0,9.0
2023,Round16,131,Princeton,15,78.0,Missouri,7,63.0,15.0
2023,E8,132,Florida Atlantic,9,78.0,Fairleigh Dickinson,16,70.0,8.0
2023,Round16,133,Tennessee,4,65.0,Duke,5,52.0,13.0
2023,Round8,134,Kansas St.,3,75.0,Kentucky,6,69.0,6.0
2023,Round16,135,Michigan St.,7,69.0,Marquette,2,60.0,9.0
2023,Round16,136,Houston,1,81.0,Auburn,9,64.0,17.0
2023,E8,137,Miami FL,5,85.0,Indiana,4,69.0,16.0
2023,Round16,138,Xavier,3,84.0,Pittsburgh,11,73.0,11.0
2023,Round8,139,Texas,2,71.0,Penn St.,10,66.0,5.0
2023,Round16,140,Arkansas,8,72.0,Kansas,1,71.0,1.0
2023,R64,141,Connecticut,4,70.0,Saint Mary's,5,55.0,15.0
2023,Round8,142,Gonzaga,3,84.0,TCU,6,81.0,3.0
2023,Round16,143,UCLA,2,68.0,Northwestern,7,63.0,5.0
2023,R32,144,San Diego St.,5,71.0,Alabama,1,64.0,7.0
2023,Round8,145,Creighton,6,86.0,Princeton,15,75.0,11.0
2023,E8,146,Florida Atlantic,9,62.0,Tennessee,4,55.0,7.0
2023,Round8,147,Kansas St.,3,98.0,Michigan St.,7,93.0,5.0
2023,E8,148,Miami FL,5,89.0,Houston,1,75.0,14.0
2023,Round8,149,Texas,2,83.0,Xavier,3,71.0,12.0
2023,R64,150,Connecticut,4,88.0,Arkansas,8,65.0,23.0
2023,Round8,151,Gonzaga,3,79.0,UCLA,2,76.0,3.0
2023,R32,152,San Diego St.,5,57.0,Creighton,6,56.0,1.0
2023,E8,153,Florida Atlantic,9,79.0,Kansas St.,3,76.0,3.0
2023,E8,154,Miami FL,5,88.0,Texas,2,81.0,7.0
2023,R64,155,Connecticut,4,82.0,Gonzaga,3,54.0,28.0
2023,R32,156,San Diego St.,5,72.0,Florida Atlantic,9,71.0,1.0
2023,R64,157,Connecticut,4,72.0,Miami FL,5,59.0,13.0
2023,R64,158,Connecticut,4,76.0,San Diego St.,5,59.0,17.0
2024,R64,33,Connecticut,1,91.0,Stetson,16,52.0,39.0
2024,Round32,34,Northwestern,9,77.0,Florida Atlantic,8,65.0,12.0
2024,Round16,35,San Diego St.,5,69.0,UAB,12,65.0,4.0
2024,Round32,36,Yale,13,78.0,Auburn,4,76.0,2.0
2024,Round32,37,Duquesne,11,71.0,BYU,6,67.0,4.0
2024,Round8,38,Illinois,3,85.0,Morehead St.,14,69.0,16.0
2024,Round32,39,Washington St.,7,66.0,Drake,10,61.0,5.0
2024,Round16,40,Iowa St.,2,82.0,South Dakota St.,15,65.0,17.0
2024,Round16,41,North Carolina,1,90.0,Wagner,16,62.0,28.0
2024,Round32,42,Michigan St.,9,69.0,Mississippi St.,8,51.0,18.0
2024,Round32,43,Grand Canyon,12,75.0,Saint Mary's,5,66.0,9.0
2024,E8,44,Alabama,4,109.0,College of Charleston,13,96.0,13.0
2024,Round8,45,Clemson,6,77.0,New Mexico,11,56.0,21.0
2024,Round32,46,Baylor,3,92.0,Colgate,14,67.0,25.0
2024,Round32,47,Dayton,7,63.0,Nevada,10,60.0,3.0
2024,Round16,48,Arizona,2,85.0,Long Beach St.,15,65.0,20.0
2024,Round16,49,Houston,1,86.0,Longwood,16,46.0,40.0
2024,Round32,50,Texas A&M,9,98.0,Nebraska,8,83.0,15.0
2024,Round32,51,James Madison,12,72.0,Wisconsin,5,61.0,11.0
2024,Round8,52,Duke,4,64.0,Vermont,13,47.0,17.0
2024,E8,53,North Carolina St.,11,80.0,Texas Tech,6,67.0,13.0
2024,Round32,54,Oakland,14,80.0,Kentucky,3,76.0,4.0
2024,Round32,55,Colorado,10,102.0,Florida,7,100.0,2.0
2024,Round16,56,Marquette,2,87.0,Western Kentucky,15,69.0,18.0
2024,R32,57,Purdue,1,78.0,Grambling St.,16,50.0,28.0
2024,Round32,58,Utah St.,8,88.0,TCU,9,72.0,16.0
2024,Round16,59,Gonzaga,5,86.0,McNeese St.,12,65.0,21.0
2024,Round32,60,Kansas,4,93.0,Samford,13,89.0,4.0
2024,Round32,61,Oregon,11,87.0,South Carolina,6,73.0,14.0
2024,Round16,62,Creighton,3,77.0,Akron,14,60.0,17.0
2024,Round32,63,Texas,7,56.0,Colorado St.,10,44.0,12.0
2024,Round8,64,Tennessee,2,83.0,Saint Peter's,15,49.0,34.0
2024,R64,65,Connecticut,1,75.0,Northwestern,9,58.0,17.0
2024,Round16,66,San Diego St.,5,85.0,Yale,13,57.0,28.0
2024,Round8,67,Illinois,3,89.0,Duquesne,11,63.0,26.0
2024,Round16,68,Iowa St.,2,67.0,Washington St.,7,56.0,11.0
2024,Round16,69,North Carolina,1,85.0,Michigan St.,9,69.0,16.0
2024,E8,70,Alabama,4,72.0,Grand Canyon,12,61.0,11.0
2024,Round8,71,Clemson,6,72.0,Baylor,3,64.0,8.0
2024,Round16,72,Arizona,2,78.0,Dayton,7,68.0,10.0
2024,Round16,73,Houston,1,100.0,Texas A&M,9,95.0,5.0
2024,Round8,74,Duke,4,93.0,James Madison,12,55.0,38.0
2024,E8,75,North Carolina St.,11,79.0,Oakland,14,73.0,6.0
2024,Round16,76,Marquette,2,81.0,Colorado,10,77.0,4.0
2024,R32,77,Purdue,1,106.0,Utah St.,8,67.0,39.0
2024,Round16,78,Gonzaga,5,89.0,Kansas,4,68.0,21.0
2024,Round16,79,Creighton,3,86.0,Oregon,11,73.0,13.0
2024,Round8,80,Tennessee,2,62.0,Texas,7,58.0,4.0
2024,R64,81,Connecticut,1,82.0,San Diego St.,5,52.0,30.0
2024,Round8,82,Illinois,3,72.0,Iowa St.,2,69.0,3.0
2024,E8,83,Alabama,4,89.0,North Carolina,1,87.0,2.0
2024,Round8,84,Clemson,6,77.0,Arizona,2,72.0,5.0
2024,Round8,85,Duke,4,54.0,Houston,1,51.0,3.0
2024,E8,86,North Carolina St.,11,67.0,Marquette,2,58.0,9.0
2024,R32,87,Purdue,1,80.0,Gonzaga,5,68.0,12.0
2024,Round8,88,Tennessee,2,82.0,Creighton,3,75.0,7.0
2024,R64,89,Connecticut,1,77.0,Illinois,3,52.0,25.0
2024,E8,90,Alabama,4,89.0,Clemson,6,82.0,7.0
2024,E8,91,North Carolina St.,11,76.0,Duke,4,64.0,12.0
2024,R32,92,Purdue,1,72.0,Tennessee,2,66.0,6.0
2024,R64,93,Connecticut,1,86.0,Alabama,4,72.0,14.0
2024,R32,94,Purdue,1,63.0,North Carolina St.,11,50.0,13.0
2024,R64,95,Connecticut,1,75.0,Purdue,1,60.0,15.0
